,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
888,p,n,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,p,n
889,p,p,p,p,n,p,n,n,n,n,p,p,n,p,p,p,p,n,p,p,n,p,n,p,p,n,p,n,n,p
890,p,n,p,n,n,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,n,n,p,p,p,p,p,n,p
891,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
892,n,p,n,p,p,p,p,p,p,n,p,n,p,n,n,p,p,p,n,p,p,p,p,n,n,n,n,p,p,p
893,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
894,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
895,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
896,n,p,p,n,p,p,p,p,n,p,n,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p
897,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p
898,p,p,n,n,n,n,p,p,n,n,p,n,n,p,n,n,p,n,n,n,p,n,n,n,n,n,n,p,n,n
899,p,n,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,n,p,n,p,n,p,n,p,p
900,p,p,p,p,p,p,p,n,n,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n
901,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,p,p,p
902,n,p,n,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p
903,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
904,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,n,p,p,p,n,n
905,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
906,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,n,p,p,p
907,n,n,n,n,n,p,p,n,p,p,p,p,n,p,p,n,n,n,n,p,n,p,n,n,n,n,p,p,n,p
908,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p
909,n,n,p,n,n,n,p,n,p,n,p,p,p,p,p,p,n,p,n,n,p,n,n,p,n,p,p,n,n,p
910,n,n,p,n,p,p,n,p,p,p,n,n,n,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p
911,p,p,p,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,p,p,n
912,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,n,n,n,p,n,p,n,n,n,n,p,n,n,p,n
913,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
914,n,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
915,p,p,n,p,p,n,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
916,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
917,p,p,p,p,n,p,n,p,n,n,p,n,p,p,p,p,p,p,n,p,n,n,p,n,p,p,n,n,p,n
918,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
919,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
920,p,n,p,p,p,p,p,n,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p
921,n,n,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,n,n,n,p,n,p
922,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
923,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
924,p,n,p,p,p,p,n,p,n,p,n,p,p,p,p,n,p,p,n,n,p,n,p,p,p,p,n,p,p,n
925,n,n,n,n,n,n,n,n,p,p,n,n,p,n,p,n,n,n,n,n,n,n,n,n,n,n,n,n,p,n
926,n,n,p,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
927,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,n,p,n,p,p,p,p
928,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
929,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p
930,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
931,p,p,p,p,n,p,p,p,n,p,n,p,n,p,p,p,n,n,n,p,p,p,p,p,p,n,n,p,n,p
932,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
933,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p
934,p,n,p,p,n,n,p,n,n,p,p,n,n,n,n,n,n,p,p,n,n,n,p,p,p,n,p,n,n,p
935,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p
936,p,p,p,p,p,n,p,p,p,p,p,n,p,n,n,p,p,p,p,n,p,p,p,p,n,n,p,p,n,p
937,p,p,n,p,p,p,p,p,n,n,p,n,p,n,p,p,p,n,p,n,p,n,p,n,p,n,p,n,p,n
938,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
939,p,n,n,n,n,p,p,p,p,n,p,p,p,p,n,n,n,p,n,p,p,n,p,p,p,n,p,p,p,p
940,p,n,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,n,p,n,p,n,p,p,p,p
941,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
942,p,p,p,p,n,p,p,p,p,p,n,n,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p
943,p,p,p,n,n,p,n,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p
944,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,n,n
945,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
946,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
947,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n
948,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
949,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p
950,p,p,p,n,p,p,p,n,n,p,p,p,p,p,n,n,p,p,p,p,p,n,n,p,p,p,n,n,p,p
951,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p
952,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p
953,n,p,p,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p
954,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,n,p,n,p,n,p,p,p,p,p,p,p
955,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n
956,p,n,n,p,p,p,p,n,p,n,p,p,p,p,p,n,n,p,p,p,n,p,p,p,n,p,n,p,p,p
957,p,n,p,p,n,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,n,n,n,p
958,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,n,p,n,p,n,p,n,p,n
959,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,n,p,p,n,p,n,p
960,p,p,p,p,n,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,n,p,p,p
961,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
962,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
963,p,p,p,p,n,p,p,p,n,p,p,p,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,n
964,p,p,p,n,n,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p
965,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p
966,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p
967,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p
968,n,n,p,p,p,p,p,p,n,p,n,n,n,p,n,n,p,n,n,p,p,n,n,p,n,p,p,n,n,p
969,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p
970,p,p,p,p,p,p,p,p,p,n,p,n,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p
971,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,n,p,p,p,p
972,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,p,p,p,p,p,p,p,p,n,p,n,p,p
973,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
974,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
975,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n
976,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p
977,p,n,p,p,p,n,p,n,p,p,n,n,p,n,p,p,p,p,n,p,n,p,p,p,p,p,n,p,p,p
978,n,p,n,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
979,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,n,p
980,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,n,p,n,p,p,n,p,p,p,p,n,p,n,n
981,n,p,p,p,p,n,n,p,p,n,p,n,p,p,p,n,p,p,n,n,p,p,p,p,n,p,n,p,p,p
982,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p
983,p,n,p,n,n,p,p,n,n,p,p,n,p,n,n,p,n,p,p,n,n,p,n,n,p,n,n,p,p,p
984,n,n,n,n,n,n,p,p,p,n,n,p,p,p,n,p,n,p,p,p,n,n,n,p,n,p,p,p,p,n
985,n,p,n,p,p,p,p,p,n,p,n,n,n,n,n,n,n,n,p,p,n,p,p,p,n,n,n,p,n,p
986,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p
987,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,n,p,p,n,p,p,p,p,p,p,p
988,p,p,n,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p
989,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
990,p,p,p,p,p,p,n,n,n,p,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p
991,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
992,p,p,p,n,p,p,p,p,p,p,n,n,n,p,p,n,p,p,n,n,n,p,p,p,p,p,p,n,p,p
993,p,p,p,p,n,p,p,n,n,p,n,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,n,p,p,p
994,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,n,p,n,p,p,p,p,p,p,p,n,n,n,p,p
995,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
996,n,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,n,p,n,n,p,n,p,n,p
997,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n
998,n,p,n,p,p,p,p,p,p,n,p,n,p,n,p,n,p,p,p,p,n,p,p,n,p,p,p,p,n,p
999,p,n,p,n,p,n,p,p,p,p,p,p,n,n,p,n,p,p,p,n,n,p,p,p,n,p,p,p,p,p
1000,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,n,p,p,p,p,n,p,p,p,p,p
1001,p,p,p,p,p,p,n,p,n,p,n,p,p,p,n,n,p,p,p,n,p,p,p,p,p,n,p,p,n,p
1002,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p
1003,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p
1004,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,p
1005,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p
1006,p,p,p,p,p,p,p,n,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1007,p,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,n,p,p,n,n,p,p,p,p,n,n,p,p,p
1008,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1009,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
1010,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,n,p,p,p,n,p,p,p
1011,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,p,p,p,p,p,p,n,p,p,p
1012,p,p,p,p,p,n,p,p,p,p,n,p,p,n,n,p,p,n,p,p,p,p,n,n,p,p,p,n,n,p
1013,p,p,n,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,n,p,n
1014,p,p,p,p,n,n,p,p,p,n,n,n,n,n,n,p,n,p,n,p,p,p,n,n,n,p,n,p,p,n
1015,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1016,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1017,n,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,n
1018,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n
1019,p,p,n,p,p,n,n,p,n,p,p,p,n,n,n,p,p,p,p,p,n,n,p,n,p,p,p,n,p,p
1020,n,n,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p
1021,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p
1022,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1023,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p
1024,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p,n,p
1025,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n
1026,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,n,n,p,n,p,n,p,n,n,p,n,n,p,p,n
1027,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p
1028,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1029,p,n,n,p,p,p,n,p,p,p,n,p,p,p,p,p,n,n,p,n,p,p,n,n,p,n,p,p,n,p
1030,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1031,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1032,p,p,p,p,n,n,n,p,p,p,p,p,p,p,p,n,n,n,p,p,p,n,n,p,n,n,p,p,p,p
1033,p,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
1034,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1035,n,p,p,p,p,p,p,n,n,n,p,p,p,p,p,p,p,n,n,n,p,p,p,n,p,n,p,p,n,n
1036,p,p,n,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1037,p,p,p,p,p,n,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
1038,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
1039,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p
1040,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,p,p
1041,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p
1042,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p
1043,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,n,n,p,p,n
1044,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n
1045,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p
1046,p,p,p,n,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1047,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n
1048,n,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,n,p,n,n,n,n,p,p,p,p,p,p,n,p
1049,n,p,p,n,n,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p
1050,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,p
1051,n,p,p,n,n,p,p,n,n,p,n,p,p,n,p,p,p,p,p,n,p,p,n,p,n,p,n,p,p,n
1052,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p,n,n,p,p,n,p,p
1053,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,n,p,p,n,n,p,p,n,p
1054,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p
1055,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n
1056,p,p,n,p,p,n,n,p,n,p,p,p,p,p,p,n,n,p,n,p,n,p,p,p,p,n,n,p,p,n
1057,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,n,p,p,n,p,p,n,p,p,p,p,n
1058,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
1059,n,n,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,n,n,p,p,p,p,p,n
1060,n,p,p,n,p,p,n,n,n,p,p,p,p,p,p,n,p,p,p,n,p,p,p,n,p,p,n,p,p,p
1061,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,n,p,n,n,p,n,p
1062,p,p,n,p,n,n,n,n,n,n,n,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p
1063,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n
1064,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p
1065,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1066,n,p,p,p,n,p,p,p,p,n,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,n,p,n
1067,p,p,p,p,n,p,n,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1068,n,p,n,p,p,p,n,p,p,p,n,n,p,n,n,n,n,p,n,n,p,p,p,p,p,p,p,p,p,n
1069,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1070,n,p,p,p,p,n,p,p,p,p,p,n,n,n,n,p,n,p,n,p,p,n,p,p,n,p,n,p,p,p
1071,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p
1072,p,p,p,p,n,p,p,n,n,n,p,n,p,p,p,n,n,p,p,n,p,n,p,n,n,p,p,p,n,p
1073,p,p,n,p,p,n,p,n,p,p,p,n,p,p,p,n,p,p,n,p,p,n,p,p,p,n,p,n,p,p
1074,p,n,n,n,p,p,p,n,p,n,n,p,n,n,n,p,p,p,p,n,p,p,p,n,n,n,n,p,p,p
1075,p,n,p,p,p,p,p,n,p,p,n,n,n,p,p,p,n,n,p,n,p,p,p,p,p,n,p,n,p,p
1076,p,p,p,p,n,p,n,p,p,n,n,n,n,n,p,n,p,p,n,n,p,p,p,p,n,n,n,p,p,p
1077,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1078,p,p,p,n,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
1079,p,p,p,n,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p
1080,n,n,p,n,n,p,n,p,n,n,p,p,p,p,p,n,p,n,n,p,n,p,n,p,n,n,p,n,p,p
1081,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n
1082,n,n,n,p,n,p,n,n,n,p,n,n,p,p,n,p,p,p,n,n,n,n,n,n,n,p,n,n,n,p
1083,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p
1084,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,n,p
1085,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
1086,n,p,p,p,p,p,p,p,p,n,p,p,n,n,p,n,p,n,p,p,p,p,n,p,n,p,n,n,n,p
1087,n,p,p,n,p,p,p,n,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1088,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,n,p
1089,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p
1090,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1091,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,n,p,p,p,p,p,n,p,n,p
1092,p,p,p,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
1093,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
1094,p,p,p,n,p,p,p,n,p,p,n,p,p,p,n,n,p,p,p,n,p,n,n,p,p,p,p,p,p,p
1095,n,n,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p
1096,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
1097,n,n,p,p,n,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p
1098,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p
1099,p,p,p,p,p,p,p,p,p,n,n,p,n,n,p,p,p,n,n,p,p,p,p,p,n,n,p,p,p,p
1100,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1101,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,n,p,n,p,p,p
1102,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1103,p,p,n,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,n,n
1104,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
1105,p,p,p,n,n,p,n,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n
1106,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
1107,n,p,p,p,n,n,p,p,p,n,p,p,p,n,p,p,p,p,n,p,p,p,p,n,n,n,n,p,n,n
1108,p,n,p,n,p,n,n,p,n,n,n,n,n,n,p,p,p,p,n,p,n,p,n,p,p,p,p,n,n,p
1109,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p
1110,n,n,p,p,p,p,p,n,p,n,n,p,p,n,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p
