,0
0,-0.7252913895558863
1,-0.7148733632649181
2,-0.7290530729468543
3,-0.7251444219251835
4,-0.7153146578955624
5,-0.7251734724523391
6,-0.7275626117916508
7,-0.7282616399761934
8,-0.7405181869807378
9,-0.7229227701315875
10,-0.7337225422935838
11,-0.7259785772965613
12,-0.7314629159850446
13,-0.725733119009028
14,-0.7166332247362267
15,-0.7327987032970388
16,-0.7182324126977764
17,-0.7186611507791663
18,-0.7286697190871252
19,-0.7385325126004958
20,-0.7119559254131022
21,-0.7216313550825023
22,-0.7314850874985355
23,-0.7241573727101904
24,-0.7369574801826225
25,-0.7220904136546048
26,-0.7264829712099623
27,-0.7200124300061522
28,-0.7379153162002344
29,-0.7273319336939154
30,-0.7293085440505098
31,-0.7279559507023677
32,-0.7162891241676419
33,-0.7344094741245681
34,-0.7139392957215882
35,-0.7324916102970437
36,-0.7249747430548638
37,-0.7234669511668026
38,-0.725745196077242
39,-0.7197365796212326
40,-0.7286588041418928
41,-0.7328359061481978
42,-0.7222220944360697
43,-0.7400183369187823
44,-0.7380194303758135
45,-0.7156520418028326
46,-0.724585935158954
47,-0.7253276808506705
48,-0.7181850392741922
49,-0.7200869380619979
50,-0.7240390153458206
51,-0.7271572503472309
52,-0.7299291491403771
53,-0.7129299437499202
54,-0.7294089590505393
55,-0.7270815400185489
56,-0.7235738669948983
57,-0.7374204327532302
58,-0.7294978675847319
59,-0.7198758215360875
60,-0.71992049413947
61,-0.7271423709820264
62,-0.7342834225449837
63,-0.7308541121488782
64,-0.7216205335148743
65,-0.7207436220351636
66,-0.7389231899048999
67,-0.7209977362295871
68,-0.7289548359479702
69,-0.7244016991854902
70,-0.7321422674140089
71,-0.7243644792607528
72,-0.7382533616494712
73,-0.7217635164049062
74,-0.7299257692385506
75,-0.7264025175038664
76,-0.7337051407347637
77,-0.7184585123843318
78,-0.7248293413222945
79,-0.7279229896968602
80,-0.720767520667595
81,-0.723689578852674
82,-0.7269231386838081
83,-0.7443844202668883
84,-0.7225857792140346
85,-0.7220409741768486
86,-0.7259035724074926
87,-0.7202386415262257
88,-0.7182865984484792
89,-0.7273017720575284
90,-0.7331282762622187
91,-0.7363421918022218
92,-0.7418630879033381
93,-0.7140686003792943
94,-0.7293043954950039
95,-0.7302435019423112
96,-0.7264814753599432
97,-0.7093586261000429
98,-0.728520810194679
99,-0.7329545951259924
100,-0.7320109277407315
101,-0.7101720015183872
102,-0.723915382108254
103,-0.7191383467485764
104,-0.7238629454143546
105,-0.7084019491404823
106,-0.727734333528444
107,-0.7280759088572549
108,-0.714929150549543
109,-0.7209321152941569
110,-0.7186184527413002
111,-0.7380614127646126
112,-0.7230378232995148
113,-0.7337651416809197
114,-0.717782275248469
115,-0.730161625900782
116,-0.7066060655229192
117,-0.7303348821781188
118,-0.7348008822409547
119,-0.7311727158815711
120,-0.7339607738681154
121,-0.7285166831381492
122,-0.7289160075124269
123,-0.721829071511218
124,-0.7147082751918261
125,-0.7197632434346529
126,-0.7148517530623223
127,-0.7276580627732573
128,-0.7404019519576923
129,-0.7218375628003305
130,-0.7199997989747525
131,-0.7242578493881825
132,-0.7207674517315088
133,-0.7226521254326912
134,-0.7198495056439023
135,-0.7171304012201435
136,-0.7279147218848396
137,-0.7192881562664468
138,-0.7307497678304923
139,-0.7302268809132535
140,-0.7263338654977186
141,-0.7389824855436995
142,-0.7280567501171414
143,-0.7206879297796209
144,-0.7266624294799527
145,-0.733235523348018
146,-0.7190908129396849
147,-0.7374451829143776
148,-0.7284180038460432
149,-0.7223782872877478
150,-0.7263352277884146
151,-0.7281240834218535
152,-0.7226374424131705
153,-0.7355931423131319
154,-0.7341515364730388
155,-0.7128285386278778
156,-0.7308229414469964
157,-0.726583342048284
158,-0.7211000131094333
159,-0.725910739681675
160,-0.7321813142904539
161,-0.7385585354749795
162,-0.7245968381765945
163,-0.7291001851051564
164,-0.7168830228261401
165,-0.7216435633980182
166,-0.729670224466971
167,-0.727520340348302
168,-0.735545340013345
169,-0.7196286217328016
170,-0.7096155430961908
171,-0.7223363251256365
172,-0.7247826158364162
173,-0.7234307260484913
174,-0.7428211513207962
175,-0.7314903770250133
176,-0.7141442119288769
177,-0.7347040036176736
178,-0.732739296852712
179,-0.7259390109159948
180,-0.7166678185939351
181,-0.728181980510438
182,-0.7193409914586224
183,-0.7326313485087533
184,-0.7221414057786111
185,-0.7442782922852743
186,-0.7307351079060838
187,-0.7353208298330991
188,-0.7294192999854939
189,-0.7274961391699637
190,-0.731870839647386
191,-0.7319353419379431
192,-0.7190312200451862
193,-0.727230303901948
194,-0.7228609490575724
195,-0.728687537495109
196,-0.7227892148135252
197,-0.7264197208103398
198,-0.7205237618270377
199,-0.7220376598706316
200,-0.7128035028001812
201,-0.7264179024132165
202,-0.730006330869152
203,-0.7259372727313349
204,-0.7196640166859346
205,-0.7247900843505716
206,-0.7215395664268875
207,-0.7084029191397933
208,-0.7188272362829496
209,-0.73037183392694
210,-0.7259868227036439
211,-0.7405931305003481
212,-0.721354983510683
213,-0.7266647520215116
214,-0.7320577730880529
215,-0.7299366842624607
216,-0.7237428937145608
217,-0.7360551275604614
218,-0.7352007366095447
219,-0.7227882149796503
220,-0.733302644512258
221,-0.7383354788528963
222,-0.724995988188471
223,-0.7409162415038434
224,-0.7246545428579795
225,-0.7277062350033722
226,-0.7211974519466319
227,-0.7328353632690541
228,-0.7190189290512701
229,-0.7377268414135983
230,-0.7305795847412182
231,-0.7380933634266987
232,-0.7321321080395169
233,-0.7296257514198542
234,-0.7355845889899563
235,-0.7320263986151861
236,-0.7336853937467098
237,-0.7214054146192768
238,-0.7322313181899339
239,-0.7250971948999189
240,-0.7383253336485498
241,-0.7250828122923266
242,-0.7165797707278809
243,-0.7216934487486248
244,-0.7235658452172177
245,-0.7340626325106625
246,-0.726302406923545
247,-0.7284247920009495
248,-0.7319572384824337
249,-0.7257589266603707
250,-0.7308004620916331
251,-0.7315645774563325
252,-0.7441364084443941
253,-0.7295271958115799
254,-0.7241891496366145
255,-0.7174223719807776
256,-0.7376837872860519
257,-0.7431003506679598
258,-0.7210129868170375
259,-0.7249097766842182
260,-0.7299955068472795
261,-0.7205318441957989
262,-0.7365046370784111
263,-0.715515646965939
264,-0.7308945703852902
265,-0.7232975357401721
266,-0.7264614995330221
267,-0.7212451809522766
268,-0.7208122655086775
269,-0.7160638843411224
270,-0.7207015697091598
271,-0.7194956096613248
272,-0.7311061633817653
273,-0.7288042801875255
274,-0.7249851094164285
275,-0.7205503989583542
276,-0.7225827279813408
277,-0.7123446962048816
278,-0.7350680217643702
279,-0.7164840102701233
280,-0.7140830202792446
281,-0.7237729621940312
282,-0.7245662296278694
283,-0.7351660574067272
284,-0.7336062123765497
285,-0.7167223509008341
286,-0.7310768148521081
287,-0.7263828366905046
288,-0.714677591792972
289,-0.7209347947564979
290,-0.7403681658457716
291,-0.7298960038222222
292,-0.7150772522090129
293,-0.7171853574670473
294,-0.7214008204710536
295,-0.7322095221921463
296,-0.7368031299315606
297,-0.7185535416701588
298,-0.7244794358246177
299,-0.7191745271457953
300,-0.7367462605244116
301,-0.718753772522751
302,-0.7192456286948623
303,-0.7260213302161846
304,-0.717895616144874
305,-0.7370189153818884
306,-0.734603805665357
307,-0.7256387790120524
308,-0.7224419478561198
309,-0.7221152459419762
310,-0.7300160803956087
311,-0.7371987704734871
312,-0.7224510326483377
313,-0.7282711497286237
314,-0.7296800578634837
315,-0.7304032984254353
316,-0.7432971730034389
317,-0.7474135966139911
318,-0.7284765229927644
319,-0.7203315505991641
320,-0.73263854443888
321,-0.738115335242671
322,-0.7166407209328765
323,-0.7174000372946914
324,-0.7299972210185629
325,-0.7222136557874271
326,-0.7276463282427379
327,-0.7210785961319879
328,-0.7223603971158726
329,-0.7280212852835479
330,-0.7177928580320623
331,-0.7282544487129885
332,-0.7347629811263866
333,-0.714407742437621
334,-0.7233399437099668
335,-0.7282578521590501
336,-0.7175956374881953
337,-0.7314584125423347
338,-0.7351796742844026
339,-0.718202012057452
340,-0.7230802954005923
341,-0.7235375562073625
342,-0.717409965640627
343,-0.7405118973628112
344,-0.7138990384042245
345,-0.7349728192845952
346,-0.7130547116478156
347,-0.7243314162880711
348,-0.7263596657334256
349,-0.725573709520147
350,-0.7166285449422617
351,-0.7317751528838471
352,-0.7325653869528136
353,-0.72141814800672
354,-0.7267264024582201
355,-0.7252158815074924
356,-0.7102676574592213
357,-0.7266628555580112
358,-0.7055395585071356
359,-0.7216833555296286
360,-0.7151757253708557
361,-0.7171120966283449
362,-0.7269033786046855
363,-0.7279618989419202
364,-0.7306660100490086
365,-0.7317133223422613
366,-0.7211890494186096
367,-0.7287456425247308
368,-0.7393903982752911
369,-0.7340067029055523
370,-0.7314652544195493
371,-0.7266451397019268
372,-0.7235189163130793
373,-0.7211587103571514
374,-0.7175221389988857
375,-0.7293471299320596
376,-0.7300724474115826
377,-0.7271921157272813
378,-0.7101204737217716
379,-0.7296076943874156
380,-0.7357563113034012
381,-0.7313707851392193
382,-0.7284376522568257
383,-0.7249466670201953
384,-0.7259280537241717
385,-0.7305499511995428
386,-0.7197333257475906
387,-0.7252465552317043
388,-0.7266561681834206
389,-0.73285850070708
390,-0.7210455435812214
391,-0.736064139406124
392,-0.7303967762493799
393,-0.7217692888964918
394,-0.72581584219102
395,-0.7280258379935043
396,-0.7250506129014261
397,-0.7225410316740195
398,-0.7346489790658668
399,-0.7234511438772517
400,-0.7194480144142708
401,-0.731487746133361
402,-0.7210181012745888
403,-0.7329571322019899
404,-0.731191238991844
405,-0.724690233565729
406,-0.7292130316295334
407,-0.7298365398036544
408,-0.7311392821205499
409,-0.7214819647094023
410,-0.7345624818298719
411,-0.7213573424435961
