,0
0,11.365866533738242
1,10.307593527301536
2,10.745084668013666
3,12.432051961072293
4,8.641418022340927
5,8.210269134371107
6,15.31088282818116
7,10.638615632945676
8,9.794859088727724
9,13.381843204430833
10,9.440990444003036
11,12.242336660981545
12,12.194779859305552
13,10.132226223759815
14,12.348913049047457
15,11.973337705969795
16,8.55836900641711
17,10.89027728221046
18,9.714489412480269
19,8.932056596588929
20,9.248735763383046
21,12.285260020124461
22,12.531656099565783
23,12.946022877625262
24,13.56713074006007
25,12.005679739121419
26,12.639807454090125
27,10.89375328011923
28,15.409468414451165
29,15.91800040417925
30,16.23712834885882
31,12.537612870781711
32,10.553458297889877
33,8.036482893434691
34,12.328067098590134
35,10.596033986688942
36,15.952301593304917
37,12.494687271085233
38,11.432932731404255
39,8.442812238220913
40,10.615470670455007
41,11.010128553925968
42,11.333063770497809
43,12.420874911108937
44,8.944887016464637
45,12.624120467438408
46,10.94383675813831
47,10.869708248298481
48,12.244923779019732
49,9.13772871525564
50,11.23619700313907
51,17.354170639632088
52,10.464045866170725
53,10.933407878055966
54,12.512333453091065
55,10.270172486117353
56,10.345387747577286
57,12.189978748942849
58,13.857758910796871
59,8.842082506494675
60,10.947689749061045
61,10.149901769532928
62,13.438921795168122
63,9.117516718144604
64,9.747338346468716
65,7.52411506257816
66,13.262781533198966
67,12.997914561246043
68,10.916649341300868
69,10.661580574757586
70,10.655749840424628
71,10.327878186425934
72,14.772093186168599
73,14.67938647573208
74,15.035638467186015
75,10.339932320036882
76,10.423659700089141
77,10.15807848558441
78,7.998079672205911
79,10.489480862570698
80,9.001259751854171
81,11.250335533697388
82,11.547906453891683
83,15.74850883833025
84,11.521598732271165
85,8.906391420020316
86,13.333784330308067
87,13.063748135747748
88,12.605576255136178
89,10.479058208638452
90,12.938264576014937
91,8.573779012037498
92,13.110554371088567
93,11.457776643722346
94,12.279900102619006
95,8.620278728178553
96,12.922322422321683
97,10.229239012362797
98,9.677364345597358
99,13.745853334583497
100,11.098206315720384
101,16.556212717855217
102,11.88706119294356
103,11.985423299520658
104,12.98737731397841
105,9.269581559222837
106,9.794385624431284
107,10.266194204864123
108,15.837962507890927
109,12.275218582864417
110,11.860662200302707
111,12.668287047853916
112,9.579946843167761
113,14.022358031330823
114,11.2645193750547
115,13.270881607076024
116,11.992680649979956
117,13.172634147721606
118,10.901517631315285
119,12.295417111493315
120,10.420911336820046
121,14.44984166162217
122,0.0
123,11.3871296492594
124,10.26889666764599
125,12.300792188484479
126,12.502101057778553
127,13.856579823838775
128,12.261279224736926
129,12.834027360195941
130,8.824374171873421
131,12.274799279523736
132,12.32316256666369
133,8.931805376247546
134,14.368873544631375
135,8.991848607639064
136,12.27696690872834
137,6.7753473395754495
138,11.234028724902196
139,14.180700411071745
140,12.140251009005665
141,11.615783920566404
142,8.814860614843578
143,10.984105431929986
144,11.563416277650923
145,12.44579285128835
146,12.136407343795446
147,12.704502160849252
148,16.766662950963855
149,11.970861852228426
150,11.283210989405559
151,11.1064097862592
152,10.477702613310429
153,10.509923252265063
154,10.982836218940923
155,12.304609665321141
156,10.737142433530991
157,12.128266979048261
158,12.086547179546558
159,12.095098557362789
160,11.37930301112008
161,10.798643338218191
162,12.039024628029619
163,10.048560636778745
164,12.945067782005726
165,8.403710179683635
166,15.113546711058664
167,10.789895234130135
168,12.875157553636692
169,9.938598418524075
170,13.065458685721712
171,9.797718304575755
172,15.57915654966638
173,10.722931008458218
174,13.633544969634396
175,7.262268626158177
176,11.903615427849587
177,9.045405385203395
178,8.87680064060346
179,11.509624570772743
180,10.116248725870722
181,15.040664155024754
182,16.14112597524201
183,13.094334563329618
184,12.605745759524527
185,18.088843768828248
186,11.307180299854616
187,10.502173950510324
188,9.360287596176548
189,14.765723414527116
190,12.488603067046393
191,8.348848509644991
192,11.103142063095987
193,10.832568396761522
194,11.503886664241124
195,13.138686049068983
196,12.30286411943008
197,10.752153051095808
198,12.691259215369199
199,13.532038736399642
200,12.699260006283945
201,12.091548633731547
202,13.431573174614348
203,12.260304140804044
204,12.396923726565346
205,16.022426782422553
206,11.034162202064604
207,11.793965818806182
208,11.291339597354057
209,14.844361792834004
210,11.328254735790116
211,12.059253254128073
212,16.387178798245152
213,11.022500487688136
214,10.616404294003216
215,11.32419178298129
216,10.945368130863619
217,11.94659137510859
218,9.728444673274621
219,12.4224637485326
220,8.34494109955063
221,11.108242483984666
222,10.183766311992
223,11.363115931694507
224,8.71424248500658
225,11.303738172343435
226,10.898317679859954
227,10.95935476838234
228,11.199068881878919
229,12.695361385441085
230,7.5291822058892555
231,10.70349900464401
232,9.925816718279973
233,10.953577109599287
234,10.342682597213289
235,10.939530263647557
236,10.309941905114876
237,10.79229777595891
238,9.096497208093183
239,11.417545353190379
240,13.292163523924152
241,13.08098356008844
242,12.034751274473459
243,8.369499277582811
244,10.029341246082337
245,8.996654883033036
246,0.0
247,12.216054496731795
248,9.452137152061136
249,0.0
250,11.17791314163172
251,10.651666610948187
252,15.583475441142225
253,9.593415586607902
254,12.584086105503141
255,16.057500794708396
256,10.133831832076634
257,9.830185794309662
258,11.26786821378677
259,14.11876546104916
260,14.07531434341295
261,15.381609940523239
262,8.887229059091453
263,9.574459763088631
264,10.360996194624171
265,12.789239496708017
266,9.62573472201014
267,11.349040817309227
268,12.697877911675736
269,10.697820126266103
270,12.179979544329953
271,10.652708966511042
272,11.267007198124011
273,12.328947485279292
274,14.511213837720913
275,10.757502197834768
276,11.282095782540926
277,12.080797032365611
278,10.423540390849823
279,12.245608227047756
280,0.0
281,12.917306363841632
282,13.211132510756913
283,10.452254187306655
284,13.16202796871604
285,9.430039702739673
286,8.816857313548795
287,9.853197018077093
288,11.413232238796288
289,13.623797184232934
290,12.748424720366
291,8.53521478818369
292,12.835641817847284
293,13.224387364795412
294,10.2383483986147
295,9.933780266458868
296,12.804020517431676
297,13.406020365324352
298,10.862709322472027
299,8.08192935258997
300,10.68029875579076
301,13.017781983655194
302,9.216537305603833
303,10.565408444868945
304,10.984716710225646
305,13.141647370745192
306,13.686780800915077
307,9.932855049038865
308,10.881424460089507
