,mock hard classifier
394,0.7411
395,0.7396999999999999
396,0.7434999999999999
397,0.7504
398,0.7441000000000001
399,0.7538999999999999
400,0.7477999999999999
401,0.7455
402,0.7476
403,0.7525000000000001
404,0.7343
405,0.7512999999999999
406,0.7309000000000001
407,0.7484
408,0.7349
409,0.7349999999999999
410,0.7318
411,0.7333999999999999
412,0.7396
413,0.7321
414,0.7324999999999999
415,0.7496
416,0.7412000000000001
417,0.7409000000000001
418,0.7407
419,0.7498
420,0.7482000000000001
421,0.7535
422,0.7461000000000001
423,0.7333999999999999
424,0.7324999999999999
425,0.7388
426,0.7467
427,0.7516
428,0.7517
429,0.7558
430,0.7358
431,0.7625
432,0.735
433,0.7426
434,0.7414000000000001
435,0.7383
436,0.748
437,0.7535999999999999
438,0.7620000000000001
439,0.7308999999999999
440,0.7445000000000002
441,0.7583
442,0.7425
443,0.7425999999999998
444,0.7343
445,0.7428999999999999
446,0.7438
447,0.7402
448,0.7444000000000002
449,0.7353
450,0.7383000000000001
451,0.7504
452,0.7376
453,0.7464000000000001
454,0.7467
455,0.7538999999999999
456,0.7512
457,0.7488000000000001
458,0.75
459,0.7454
460,0.7414999999999999
461,0.7412
462,0.7532
463,0.7415
464,0.7416
465,0.7524999999999998
466,0.7554
467,0.7349
468,0.7499
469,0.7494
470,0.7419
471,0.7428999999999999
472,0.7274
473,0.7604
474,0.7403
475,0.7446
476,0.754
477,0.7503
478,0.7428999999999999
479,0.7379999999999999
480,0.7542
481,0.7444
482,0.7496999999999999
483,0.7278
484,0.7552
485,0.7324
486,0.7468
487,0.7405999999999999
488,0.7373000000000001
489,0.7445999999999999
490,0.7441000000000001
491,0.7487
492,0.7384000000000001
493,0.7459
494,0.7403
495,0.7386
496,0.7573000000000001
497,0.7347999999999999
498,0.7386999999999999
499,0.752
500,0.7464000000000001
