,0,1,2,3,4,5,6,7,8,9
0,0.5084000000000001,0.6875111111111112,0.6875999999999999,0.7367142857142852,0.7367205128205128,0.7596992700729925,0.7591760000000003,0.7711222222222223,0.7712888888888888,0.7784
1,0.5158,0.6878666666666666,0.6887222222222221,0.7357809523809521,0.7358833333333332,0.7569810218978104,0.7559199999999997,0.7690666666666666,0.7697333333333336,0.7754000000000001
2,0.5027,0.6868222222222222,0.6858111111111111,0.7359666666666664,0.7357538461538459,0.7593547445255473,0.7581559999999994,0.7706111111111116,0.7703222222222224,0.7735000000000001
3,0.5026999999999999,0.6884666666666667,0.6881,0.7368523809523805,0.7370717948717946,0.7602262773722626,0.7601879999999996,0.7727999999999998,0.7731666666666668,0.7818
4,0.5280000000000001,0.7074666666666667,0.7078555555555556,0.7593523809523811,0.7589217948717953,0.7808802919708026,0.7813500000000003,0.7909444444444441,0.7906888888888887,0.7975000000000001
5,0.5189,0.6839333333333334,0.6849777777777777,0.7329571428571425,0.7329833333333335,0.758937226277372,0.758838,0.7717222222222223,0.7723666666666665,0.7749999999999999
6,0.5073,0.686688888888889,0.6864111111111111,0.7367190476190473,0.7360410256410256,0.7598802919708031,0.7594899999999999,0.7697555555555556,0.7699888888888892,0.7746999999999999
7,0.5161,0.6859333333333333,0.6856500000000001,0.7357476190476185,0.735612820512821,0.7586934306569347,0.757506,0.770222222222222,0.7699666666666667,0.7775000000000001
8,0.49689999999999995,0.6934000000000001,0.6923833333333335,0.7442238095238093,0.7440038461538464,0.7671167883211677,0.7674119999999998,0.7786111111111114,0.7786111111111113,0.784
9,0.5003,0.6849999999999998,0.6847944444444446,0.733766666666666,0.7344666666666665,0.7580335766423357,0.757382,0.7726444444444446,0.7729666666666668,0.7827
10,0.5185000000000001,0.689888888888889,0.6898166666666666,0.7365761904761903,0.7365192307692305,0.7580890510948909,0.7568059999999999,0.7691666666666669,0.7686111111111112,0.778
11,0.5081,0.681711111111111,0.6821111111111112,0.7318904761904759,0.7319051282051282,0.7561562043795617,0.7559739999999998,0.7684000000000003,0.7685444444444447,0.7728999999999999
12,0.5123,0.6872666666666667,0.6863722222222224,0.734109523809524,0.7342474358974359,0.7572335766423355,0.7564580000000001,0.7680000000000001,0.7687666666666666,0.7715
13,0.5011,0.6841111111111111,0.6842166666666666,0.7342333333333325,0.734161538461538,0.7576496350364966,0.7569600000000004,0.7706111111111108,0.7712777777777777,0.7755000000000001
14,0.5025000000000001,0.6831777777777778,0.6816277777777777,0.7330619047619041,0.7334166666666668,0.7556802919708029,0.7550979999999999,0.7660444444444446,0.7662777777777778,0.7726
15,0.5135,0.6885111111111112,0.6879444444444444,0.7378238095238093,0.737452564102564,0.7606744525547445,0.7599360000000003,0.7716999999999998,0.7714555555555556,0.7752000000000001
16,0.517,0.6912888888888888,0.6918111111111108,0.741038095238095,0.741094871794872,0.761913868613139,0.761686,0.7720111111111109,0.7730222222222223,0.7779
17,0.5074,0.6937777777777778,0.6945444444444444,0.7458095238095238,0.7461871794871797,0.7693182481751824,0.7696300000000004,0.7812222222222224,0.7814666666666668,0.7895
