,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
88,l,l,r,l,r,l,l,r,l,l,r,l,l,l,l,l,r,l,l,l,l,r,l,r,r,l,l,r,l,r,l,r,l,r,r,l,l,r,l,l,r,r,r,r,r,r,l,r,r,l,r,r,r,l,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,r,r,l,l,r,l,l,r,l,l,l,r,r,l,r,r,r,r,r,l,r,r,l,l,l,r,l,r,l,l,r,r,l,r,l,l,l,r,r,r,l,r,r,l,l,r,r,r,l,l,r,l,l,l,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,r,r,l,l,l,l,l,l,l,l,r,l,r,l,l,l,r,l,r,r,r,r,l,r,r,l,l,r,r,r,r,l,r,l,l,l,l,l,r,r,l,l,l,r,l,r,l,l,l,l,l,l,r,r,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,r,r,l,l,r,r,r,l,r,l,l,r,l,l,l,l,r,l,l,r,l,r,r,l,r,r,r,r,r,r,r,l,r,l,l,l,l,l,r,r,l,r,l,l,r,l,l,l,l,l,r,l,l,l,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,r,l,l,l,l,r,l,l,l,l,r,r,r,l,l,l,l,l,l,l,l,l,r,l,r,l,l,l,l,l,r,l,l,l,r,l,l,l,l,l,l,r,r,l,l,l,l,l,l,l,l,r,l,l,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,r,r,r,r,r,l,r,l,l,r,r,l,r,r,r,r,l,l,l,r,r,l,l,r,r,r,r,r,r,r,l,l,l,r,l,r,r,r,r,r,l,l,r,l,r,l,r,r,r,l,r,r,l,l,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,r,l,l,l,l,l,r,r,r,r,l,r,r,l,r,l,r,l,l,l,l,r,r,r,l,r,l,r,r,l,r,r,l,l,l,r,r,r,r,r,r,l,l,l,r,l,r,r,r,r,r,r,l,l,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,r,r,l,r,r,l,r,r,l,l,l,l,r,l,r,r,r,r,r,l,l,l,r,l,l,r,l,l,l,r,r,r,l,l,r,l,l,r,l,l,l,l,r,r,r,r,l,l,r,l,r,r,r,l,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,r,l,r,r,l,l,r,l,l,r,r,l,l,l,l,l,l,r,l,r,l,l,l,r,l,r,r,r,l,r,l,l,r,r,r,l,l,l,r,l,r,r,r,r,r,r,l,l,r,r,r,r,r,r,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,r,r,r,l,r,r,r,r,r,r,l,r,l,r,l,r,l,l,l,r,r,l,r,r,l,l,l,l,l,r,r,r,l,r,r,r,r,l,l,l,l,l,l,l,r,l,r,r,r,r,l,r,r,l,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,l,l,l,l,l,r,l,r,r,l,l,l,l,l,l,l,r,l,l,r,l,r,r,l,l,r,l,l,l,l,r,l,l,l,l,l,l,l,l,r,r,r,l,r,l,r,l,r,l,l,l,r,l,l,l,l,r,l,l,r,l,l,l,,,,,,,,,,,,,,,,,,,,,,
99,l,l,r,l,l,l,l,l,r,r,l,r,r,r,l,l,r,r,r,r,l,l,r,l,r,r,l,l,r,r,r,r,l,l,r,l,r,r,r,l,r,l,l,r,r,r,l,r,r,l,r,r,l,r,r,l,l,l,l,r,l,l,l,,,,,,,,,,,,,,,,,,,,,,
100,l,l,l,l,l,r,l,l,l,l,r,r,r,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,l,r,l,l,l,l,r,l,l,l,r,l,r,r,r,l,r,l,l,l,l,r,r,l,l,l,l,r,l,l,l,l,l,r,r,,,,,,,,,,,,,,,,,,,,,
101,l,l,l,r,r,r,l,l,l,r,l,r,l,l,r,l,l,l,r,r,r,l,l,r,l,l,l,l,r,l,l,l,l,l,l,r,r,l,l,l,l,l,l,l,r,l,l,l,r,r,l,l,l,l,r,r,l,r,r,l,r,r,r,r,,,,,,,,,,,,,,,,,,,,,
102,r,l,l,r,l,l,r,l,r,l,r,l,r,r,l,r,l,l,r,r,l,l,l,l,l,l,l,r,r,r,r,r,r,l,l,r,l,l,l,r,l,r,l,r,r,r,r,r,r,l,l,l,r,r,l,r,r,r,l,l,l,l,l,l,,,,,,,,,,,,,,,,,,,,,
103,r,r,r,r,l,r,l,r,l,l,r,l,l,l,r,l,l,l,l,l,l,r,r,l,l,r,r,l,r,l,r,l,l,r,l,r,l,l,r,r,l,r,r,r,r,l,l,r,l,r,l,l,l,l,r,l,r,r,r,r,r,l,r,,,,,,,,,,,,,,,,,,,,,,
104,r,r,r,l,r,r,r,r,r,r,r,r,l,r,r,r,l,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,l,r,r,r,r,r,r,l,r,r,l,l,r,r,l,r,r,l,r,r,r,r,r,r,r,r,r,l,r,,,,,,,,,,,,,,,,,,,,,,
105,r,r,l,l,r,r,r,r,l,r,l,r,r,l,r,l,r,r,l,r,l,l,l,r,l,l,l,l,r,r,l,r,r,l,r,r,r,l,r,r,r,l,r,r,r,l,l,l,l,r,r,r,l,l,l,r,r,l,r,r,r,r,r,,,,,,,,,,,,,,,,,,,,,,
106,l,l,r,l,l,l,l,l,r,r,l,l,r,l,l,l,l,l,l,l,l,l,l,l,l,l,r,l,r,l,l,l,l,r,l,l,l,l,r,l,r,r,l,r,r,l,l,l,l,l,l,r,r,r,l,l,r,l,l,r,l,l,r,,,,,,,,,,,,,,,,,,,,,,
107,r,l,r,l,r,l,l,l,r,l,r,r,r,r,r,r,l,r,r,r,l,l,l,l,l,r,l,r,r,l,l,l,l,l,l,l,l,l,r,l,r,l,r,l,r,l,r,r,l,l,r,r,r,r,l,r,l,r,r,l,l,r,r,,,,,,,,,,,,,,,,,,,,,,
108,r,l,r,r,r,l,l,l,r,l,l,l,r,l,r,l,r,r,l,r,r,r,r,l,r,l,r,l,l,r,l,l,l,l,l,r,l,r,r,l,l,l,l,r,l,l,r,l,l,r,l,r,l,r,r,l,r,l,r,l,r,l,l,r,r,l,l,l,l,l,r,r,r,l,r,r,l,l,,,,,,,
109,l,r,l,l,l,r,r,r,l,l,l,l,l,l,r,l,l,l,l,r,l,r,l,r,l,r,r,r,r,l,l,l,l,l,r,r,l,r,l,l,l,l,r,r,l,r,r,l,r,l,r,l,r,r,l,l,l,r,l,l,l,r,l,l,l,l,l,l,l,r,r,l,l,l,r,r,l,r,l,r,,,,,
110,l,l,l,r,r,l,l,l,l,r,l,l,r,l,l,l,l,r,l,l,l,r,r,r,l,r,l,l,r,l,r,r,r,r,l,l,r,r,l,l,r,r,l,l,r,l,l,r,l,r,l,l,l,l,l,l,r,l,l,l,l,r,l,r,r,l,r,r,r,l,l,l,l,l,r,l,l,l,l,r,,,,,
111,r,r,r,l,r,l,l,r,r,r,l,r,r,r,r,r,r,l,r,l,l,r,l,r,l,l,r,r,l,l,r,r,r,l,r,r,r,r,r,l,l,r,l,r,r,r,r,l,r,r,r,l,r,r,r,r,l,r,r,r,l,r,l,l,r,l,r,l,r,r,l,l,r,l,l,r,r,l,r,l,,,,,
112,l,l,r,r,r,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,r,l,l,l,l,l,r,l,r,r,l,l,l,l,r,l,l,r,r,l,l,r,l,l,l,l,l,l,l,r,l,l,l,l,l,l,r,r,r,r,r,l,r,r,r,l,r,l,l,,,,,
113,r,r,r,l,r,l,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,l,r,l,r,r,l,r,r,r,l,r,r,r,l,r,l,r,r,r,r,l,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,,,,,
114,r,l,l,l,l,r,r,l,l,l,l,l,l,l,r,l,l,l,l,l,l,r,l,r,r,r,r,r,l,l,l,l,r,l,l,l,l,r,r,l,l,l,l,l,l,l,l,l,r,l,l,r,l,l,l,r,l,l,r,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,r,r,l,l,l,r,,,,,
115,r,r,r,l,l,r,r,l,l,r,l,r,r,l,r,r,r,r,r,r,l,r,r,l,r,r,l,l,l,r,r,r,r,r,r,r,r,l,r,r,r,r,r,r,r,r,r,r,l,l,r,r,r,r,r,r,r,r,l,r,l,r,r,r,l,r,r,l,r,l,r,r,r,r,l,r,l,l,l,l,,,,,
116,r,r,r,r,l,r,r,l,l,l,r,r,l,l,l,l,l,r,r,r,r,r,r,r,l,r,r,r,l,l,l,r,l,r,r,r,l,l,l,r,r,l,l,r,r,r,l,l,r,l,l,r,r,r,l,r,l,r,r,r,r,r,r,l,r,l,r,l,l,l,r,r,r,r,r,l,r,r,r,l,,,,,
117,l,l,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,l,r,r,l,r,l,r,r,r,l,r,l,r,r,r,l,r,r,l,r,r,l,r,r,r,r,r,l,l,r,r,r,l,l,r,l,r,l,r,l,r,l,r,r,r,r,l,l,r,r,r,r,r,l,r,r,r,r,r,l,r,,,,,,,
118,l,l,r,l,l,l,l,r,l,l,l,l,l,l,r,l,l,l,r,l,l,l,r,l,r,l,l,l,l,l,l,l,r,r,l,l,r,l,l,l,l,r,l,r,l,l,l,r,r,l,l,l,r,l,l,r,l,l,l,r,r,r,l,l,r,r,r,l,r,l,l,l,l,l,,,,,,,,,,,
119,l,r,r,r,l,l,l,l,r,r,r,r,r,l,l,r,l,l,l,r,l,l,l,r,l,r,r,l,r,r,l,r,r,r,r,l,r,l,l,l,r,r,r,l,l,r,r,r,r,r,l,l,l,l,l,r,r,l,l,l,l,l,r,l,r,l,r,l,l,l,l,l,l,,,,,,,,,,,,
120,l,l,r,l,r,l,r,r,l,l,r,r,l,l,l,l,l,l,l,r,r,l,l,l,l,l,l,l,r,r,r,l,l,l,l,r,l,r,r,l,r,r,l,l,r,l,l,l,r,r,l,r,l,l,l,l,l,r,l,l,r,r,l,l,r,l,l,r,r,l,l,r,r,l,,,,,,,,,,,
121,l,l,l,l,r,r,l,r,r,l,l,r,l,l,r,l,r,r,r,l,l,l,l,l,l,l,l,l,l,l,l,l,l,r,l,r,r,r,l,r,l,r,l,l,r,l,l,l,r,l,l,l,r,l,l,l,r,r,r,l,l,l,l,l,r,l,l,r,l,l,l,r,l,,,,,,,,,,,,
122,r,r,r,l,r,r,r,r,l,r,r,r,r,r,l,r,l,l,l,r,r,r,r,r,l,l,r,r,r,l,r,r,r,r,r,r,r,l,r,r,r,r,r,r,r,r,r,r,r,r,r,l,r,r,l,r,l,r,r,l,r,l,r,r,l,l,r,r,l,r,l,r,r,r,,,,,,,,,,,
123,l,l,r,l,r,l,r,l,l,r,r,l,r,l,r,l,l,r,r,r,r,l,l,r,l,r,l,l,r,r,r,l,l,l,l,r,l,l,l,l,r,l,l,l,l,l,l,l,l,l,l,l,r,l,l,l,r,l,r,r,l,l,l,r,l,l,r,r,l,l,l,l,l,l,,,,,,,,,,,
124,r,r,l,l,l,r,r,r,r,r,l,r,r,r,l,r,r,l,l,l,r,r,l,r,r,r,r,l,r,l,l,r,r,r,r,r,l,r,r,r,l,l,l,l,l,r,r,r,r,r,r,l,l,l,r,r,l,r,r,l,l,l,r,r,l,r,l,l,r,r,r,l,l,l,,,,,,,,,,,
125,r,l,r,l,l,l,r,r,r,r,l,l,r,r,l,r,r,r,r,r,l,r,l,r,r,l,r,r,r,l,r,l,l,l,l,l,r,l,l,r,l,l,l,l,r,l,r,l,l,l,l,r,l,l,l,r,l,r,r,l,r,l,r,l,l,r,r,l,l,l,r,r,l,,,,,,,,,,,,
126,r,l,l,l,r,r,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,r,l,l,l,r,l,l,l,l,l,l,l,r,l,l,l,l,r,r,l,l,l,r,l,l,r,l,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,l,r,r,l,l,l,,,,,,,,,,,,
127,r,l,r,r,l,r,l,l,l,l,r,l,r,l,r,l,r,r,r,r,l,l,l,l,l,l,r,l,r,l,r,l,l,l,r,l,l,l,r,r,r,r,l,l,l,l,l,l,r,l,l,r,r,l,r,l,r,r,l,r,r,l,r,l,l,l,l,l,l,r,l,r,l,l,,,,,,,,,,,
128,r,r,l,r,l,l,r,r,l,r,l,r,r,r,l,r,r,l,r,l,r,r,r,l,l,l,r,r,l,l,r,l,r,r,l,l,r,l,r,l,l,r,l,r,l,r,l,r,l,l,r,l,r,l,l,l,r,l,r,l,l,r,l,,,,,,,,,,,,,,,,,,,,,,
129,l,l,r,r,r,r,l,r,l,r,l,l,r,l,r,l,l,r,r,l,r,r,r,l,l,r,l,l,r,r,r,l,r,r,r,l,l,r,l,l,l,r,r,l,l,l,r,l,r,l,r,l,l,r,r,l,l,l,r,r,r,r,r,,,,,,,,,,,,,,,,,,,,,,
130,l,r,l,r,l,r,r,l,r,r,l,l,l,l,l,r,l,r,r,r,r,r,l,l,r,l,r,l,l,r,r,l,r,l,l,l,r,r,l,r,r,r,l,l,r,r,l,l,r,l,r,l,l,r,r,r,r,r,r,l,l,l,r,,,,,,,,,,,,,,,,,,,,,,
131,r,r,l,r,r,r,r,r,r,l,r,l,r,l,l,l,l,r,l,r,l,r,l,l,l,l,r,l,l,l,r,l,l,l,l,r,l,l,r,r,r,l,l,l,l,l,l,l,l,r,l,r,l,r,l,l,l,l,l,r,l,r,r,,,,,,,,,,,,,,,,,,,,,,
132,r,r,l,r,l,r,l,l,r,l,l,r,r,l,r,r,r,r,l,l,l,r,r,r,r,r,r,r,r,r,r,r,l,r,l,r,l,r,l,r,r,l,l,r,r,r,r,r,r,r,r,r,r,r,r,l,r,r,r,r,l,r,l,,,,,,,,,,,,,,,,,,,,,,
133,l,l,l,r,l,l,r,l,r,r,l,l,r,l,l,l,l,l,r,r,r,r,r,r,l,l,l,l,l,l,r,l,r,r,r,r,l,r,l,l,l,r,l,l,r,r,r,r,r,l,r,r,l,l,l,r,l,l,r,l,r,l,l,,,,,,,,,,,,,,,,,,,,,,
134,l,l,r,l,r,r,r,l,r,l,l,r,r,l,r,r,r,l,r,l,r,r,r,r,l,r,l,r,r,r,l,r,l,r,r,r,l,r,l,r,l,l,l,l,l,r,r,l,r,l,l,l,l,r,r,r,l,l,l,l,l,r,,,,,,,,,,,,,,,,,,,,,,,
135,l,l,r,l,l,l,l,l,r,r,r,l,l,r,l,l,r,r,l,l,r,r,l,l,r,l,l,r,l,r,r,r,r,l,l,r,r,r,l,l,r,r,l,r,l,r,r,l,l,l,l,l,l,r,r,l,r,r,l,r,l,l,,,,,,,,,,,,,,,,,,,,,,,
136,r,l,r,l,l,l,r,l,l,r,l,r,l,r,r,l,r,r,r,l,l,l,r,l,r,r,r,l,r,r,l,r,r,l,r,r,l,l,r,r,l,l,r,l,r,r,r,l,r,l,r,r,l,r,l,l,r,l,r,r,r,r,l,,,,,,,,,,,,,,,,,,,,,,
137,l,l,r,l,r,l,r,l,l,l,l,l,l,r,l,r,r,r,r,l,r,l,l,l,r,l,r,l,l,l,l,l,r,l,r,r,l,r,l,l,l,r,l,l,r,r,l,l,r,l,r,l,r,r,r,l,r,l,l,r,l,r,l,,,,,,,,,,,,,,,,,,,,,,
138,l,r,l,r,l,r,l,r,l,r,r,l,l,r,l,r,l,l,r,r,r,l,l,l,r,l,l,r,l,r,r,l,l,r,l,l,l,r,l,r,r,l,r,r,r,r,r,l,r,l,l,r,l,r,r,r,l,l,r,r,r,r,l,l,r,r,r,r,r,r,r,l,r,l,r,l,r,l,r,r,l,r,r,l,l
139,l,l,r,r,l,r,r,r,l,l,l,r,r,l,l,l,l,r,l,r,r,l,l,l,l,l,r,r,r,l,l,l,r,l,l,l,l,l,r,l,l,r,l,l,r,l,l,r,r,l,l,r,r,r,l,r,l,l,r,r,r,r,r,l,l,r,l,r,r,r,l,r,l,l,l,r,r,r,r,r,r,l,r,l,l
140,r,l,r,l,r,r,l,r,r,r,l,l,l,r,l,l,r,r,r,l,l,l,r,r,r,l,l,r,r,r,r,r,l,l,l,r,l,l,r,r,l,l,r,l,r,r,r,r,r,r,r,l,l,r,r,l,r,r,l,r,r,r,r,r,r,l,r,r,l,r,r,l,l,l,r,l,r,r,r,l,l,r,l,l,r
141,l,l,l,l,r,l,l,l,l,l,l,l,l,l,l,l,r,r,l,r,l,r,l,r,r,l,l,r,l,l,r,r,l,l,r,l,l,l,l,l,l,l,l,l,l,r,l,r,l,r,r,r,r,r,l,l,r,l,l,l,l,r,l,l,r,r,l,r,l,r,r,l,l,r,l,l,r,l,l,r,r,l,l,l,l
142,l,l,r,l,l,l,l,r,l,r,r,l,l,r,l,r,r,r,r,l,r,r,l,l,l,l,l,l,l,l,l,l,l,r,r,r,l,l,r,l,l,l,l,l,l,r,l,l,l,r,r,l,r,l,r,l,r,l,r,r,l,l,r,r,l,l,r,l,l,l,r,r,l,l,r,l,r,l,l,r,l,l,r,r,
143,l,l,r,l,l,r,l,l,l,l,l,r,l,r,l,r,r,r,r,r,l,l,l,r,l,l,l,l,r,l,l,r,r,l,r,r,l,r,l,l,l,l,l,r,l,l,l,l,r,r,l,l,r,r,r,l,r,l,l,l,l,l,l,l,r,l,r,r,l,r,r,l,r,l,l,r,l,r,l,l,l,l,l,r,r
144,r,l,r,r,r,r,l,r,l,r,l,l,r,l,l,r,l,r,r,r,l,l,r,r,l,r,r,l,r,l,l,r,r,l,r,l,l,r,r,r,r,r,r,r,r,r,l,l,l,l,r,l,r,l,l,l,r,r,r,l,r,r,r,r,r,r,r,r,l,r,l,r,r,l,l,r,l,r,r,r,r,r,l,l,
145,r,l,r,r,r,r,r,r,r,r,r,l,r,l,l,r,r,r,r,l,r,l,r,r,r,r,r,r,r,r,r,r,l,r,r,l,r,r,r,r,l,l,r,l,r,l,l,r,l,l,r,r,r,l,r,l,r,l,r,l,r,r,r,l,r,l,r,l,l,l,r,l,l,r,l,r,r,r,l,l,l,r,l,l,r
146,r,l,r,r,r,l,l,l,l,l,r,l,l,l,l,r,l,l,r,r,l,l,r,l,r,l,r,r,l,l,r,l,l,l,r,l,l,l,r,r,l,l,r,l,l,r,l,r,r,l,l,l,r,l,l,r,r,r,l,r,r,l,r,l,l,r,l,l,l,l,l,l,l,r,l,r,l,l,l,r,r,l,l,r,l
147,r,r,l,l,r,r,r,l,r,r,r,r,l,l,l,r,r,r,r,l,l,r,l,l,r,r,r,l,r,l,r,r,r,l,r,l,l,r,r,r,r,r,l,r,r,l,l,l,r,r,r,r,l,l,r,r,l,r,l,l,r,l,r,l,l,r,r,l,l,l,l,r,l,r,r,r,l,r,l,r,r,r,l,l,l
148,r,r,l,l,r,r,r,r,l,l,l,l,l,r,l,l,l,r,l,l,r,l,r,l,r,r,l,l,l,l,l,r,l,l,r,r,l,l,l,l,r,l,l,r,r,r,l,r,r,l,l,l,r,l,r,l,l,l,l,l,l,r,l,l,l,l,r,l,,,,,,,,,,,,,,,,,
149,l,r,l,l,l,r,l,l,r,r,l,l,r,r,l,l,l,r,l,l,r,l,l,r,l,r,r,r,r,r,r,r,r,l,r,l,r,l,r,l,r,r,l,l,r,r,l,r,l,l,r,r,l,r,r,l,r,r,l,r,r,l,r,r,r,l,r,,,,,,,,,,,,,,,,,,
150,l,r,r,r,l,r,l,r,l,r,r,l,l,r,r,r,r,l,l,r,r,r,r,r,r,l,r,r,r,r,r,r,l,r,l,r,l,l,r,l,r,r,l,r,r,l,l,r,r,l,r,l,l,l,r,r,r,r,l,r,l,r,r,r,r,l,r,,,,,,,,,,,,,,,,,,
151,r,l,l,r,l,l,r,r,l,l,r,l,r,r,l,r,l,r,l,l,l,r,l,r,r,l,l,l,r,r,r,r,r,l,r,l,l,r,r,l,r,l,l,r,r,r,l,r,r,r,l,l,l,r,r,l,r,l,l,r,l,l,l,r,r,l,r,,,,,,,,,,,,,,,,,,
152,r,r,r,l,r,r,l,l,r,r,r,r,r,l,l,r,l,r,r,r,r,r,r,r,r,l,r,r,r,r,r,r,l,r,l,r,r,r,r,r,r,r,l,l,r,l,l,r,r,r,r,l,r,l,l,r,l,r,r,r,r,l,r,r,l,r,l,l,,,,,,,,,,,,,,,,,
153,r,r,l,r,l,l,l,r,l,l,r,l,l,l,r,r,r,l,l,r,l,l,r,r,r,r,l,r,r,r,r,r,r,r,r,l,r,r,r,l,l,r,r,r,l,l,l,r,r,l,l,r,r,r,l,r,l,r,l,r,l,l,r,l,l,l,l,r,,,,,,,,,,,,,,,,,
154,l,r,r,r,r,l,l,l,l,r,r,l,r,l,l,r,l,r,r,r,l,r,r,r,l,r,r,l,r,r,r,l,r,r,l,l,r,r,l,r,r,r,l,r,r,r,r,l,l,r,l,l,r,l,l,l,r,l,r,r,l,r,r,r,l,r,r,,,,,,,,,,,,,,,,,,
155,l,l,r,l,r,l,r,l,r,l,r,r,l,l,l,r,r,r,r,r,l,l,r,r,r,l,r,r,r,r,r,l,r,l,l,l,r,r,r,l,r,r,l,r,l,l,l,l,r,r,l,l,l,r,l,l,l,l,l,l,l,l,r,l,l,r,r,,,,,,,,,,,,,,,,,,
156,r,l,r,r,r,r,l,r,r,r,r,r,r,r,l,l,r,r,l,l,r,l,l,l,l,l,l,r,l,r,r,l,r,r,r,r,r,l,l,l,l,r,r,l,l,l,r,l,r,l,r,r,r,r,l,l,l,l,r,l,r,r,r,l,r,l,r,r,,,,,,,,,,,,,,,,,
157,r,r,r,l,r,l,l,r,l,l,r,l,r,l,l,r,r,l,r,r,l,r,r,r,l,l,l,r,l,l,l,l,l,r,l,r,r,l,r,l,l,l,l,l,r,l,l,r,l,l,r,l,l,l,l,l,l,r,l,l,l,l,r,r,l,l,l,r,,,,,,,,,,,,,,,,,
158,l,r,r,l,r,l,l,l,r,r,r,l,l,l,l,l,r,l,l,r,r,l,r,r,l,r,l,l,r,l,l,r,l,l,l,l,l,r,l,l,r,l,r,l,l,l,r,r,r,l,r,l,l,r,r,l,l,l,r,l,l,l,r,r,,,,,,,,,,,,,,,,,,,,,
159,r,r,r,r,r,r,r,r,r,r,r,r,l,l,r,r,r,r,r,l,l,r,r,l,l,r,r,r,l,r,r,r,r,l,r,r,l,r,r,l,r,r,l,r,r,l,r,l,r,l,r,r,r,r,r,r,r,r,l,r,r,r,l,l,,,,,,,,,,,,,,,,,,,,,
160,l,l,r,l,r,l,l,r,l,l,l,r,r,r,r,r,r,r,l,l,l,l,l,r,r,r,r,r,r,l,l,r,r,l,l,r,r,r,r,l,l,l,r,l,l,r,l,r,r,l,r,r,l,r,r,l,r,l,r,l,l,r,r,r,,,,,,,,,,,,,,,,,,,,,
161,l,l,r,r,l,r,l,l,l,l,l,r,r,l,r,l,r,r,l,r,l,l,l,r,r,l,r,r,l,l,l,l,r,l,l,r,l,l,l,r,r,l,l,l,l,l,l,l,l,r,l,r,l,r,l,r,l,r,l,r,l,r,l,r,,,,,,,,,,,,,,,,,,,,,
162,l,r,l,r,l,r,l,l,r,l,r,l,r,r,r,r,r,l,r,r,l,r,l,r,r,l,l,r,l,r,r,r,r,r,l,r,r,r,r,r,r,r,l,r,r,r,r,l,r,l,r,r,l,r,r,r,r,l,r,r,l,l,r,l,,,,,,,,,,,,,,,,,,,,,
163,r,r,l,r,l,l,l,l,l,l,l,l,l,l,l,r,l,l,r,r,r,l,l,r,r,r,r,r,l,l,l,r,r,l,r,r,l,l,r,l,l,r,r,l,r,r,r,l,l,r,l,l,r,r,l,l,r,l,l,l,r,l,r,l,,,,,,,,,,,,,,,,,,,,,
164,r,l,r,l,l,r,r,l,r,l,l,l,r,l,l,r,r,r,r,l,l,l,l,r,l,l,l,l,r,l,l,l,r,r,l,r,r,r,l,l,r,r,r,r,l,r,l,l,r,r,l,r,l,l,l,r,r,r,l,l,r,r,r,r,,,,,,,,,,,,,,,,,,,,,
165,r,r,r,l,r,r,r,l,r,l,r,r,l,r,r,l,r,r,r,r,l,r,r,r,l,r,l,r,l,l,l,r,r,l,r,r,l,r,r,l,r,l,r,r,r,r,l,r,l,l,r,l,r,l,r,r,r,l,r,r,l,l,l,r,,,,,,,,,,,,,,,,,,,,,
166,r,r,r,r,r,l,r,r,r,r,l,l,l,r,l,r,r,r,r,l,r,l,r,r,r,r,r,r,l,r,r,l,r,r,l,r,r,r,r,r,r,r,r,r,r,l,l,r,r,r,r,r,l,r,r,r,r,r,l,r,r,r,r,r,,,,,,,,,,,,,,,,,,,,,
167,l,r,l,l,l,l,l,l,r,l,r,r,r,r,l,l,l,l,r,r,r,l,l,l,r,l,r,l,r,l,l,l,r,l,r,r,l,l,l,l,r,l,l,l,l,r,l,l,r,l,l,l,l,r,l,r,l,r,r,l,r,l,l,r,,,,,,,,,,,,,,,,,,,,,
168,r,l,l,l,r,r,l,l,r,l,l,r,r,r,l,l,l,l,l,r,l,l,l,r,l,r,l,l,l,r,r,r,l,l,l,r,r,l,l,r,l,l,l,r,l,r,l,r,l,l,l,r,r,l,l,l,r,r,r,l,r,l,l,l,l,l,l,r,l,r,r,l,,,,,,,,,,,,,
169,r,r,l,r,r,l,r,r,l,l,l,l,r,r,r,r,l,r,r,l,r,l,l,l,r,r,r,l,l,r,r,l,r,r,l,l,l,l,l,r,r,r,l,l,l,r,r,l,l,l,r,l,r,r,r,r,l,r,l,r,l,l,l,l,l,l,r,r,r,r,r,l,,,,,,,,,,,,,
170,l,l,r,l,r,r,r,l,l,r,r,r,r,l,l,l,l,l,l,l,l,l,l,l,l,r,l,l,l,l,r,r,l,l,r,l,l,l,r,r,l,r,r,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,l,l,r,l,l,r,l,l,l,l,l,l,l,,,,,,,,,,,,,
171,l,r,r,l,r,r,l,r,l,l,l,r,l,r,r,r,l,l,l,r,r,r,l,r,r,l,l,r,r,l,r,r,r,r,r,r,l,r,r,r,l,r,r,r,l,l,r,l,r,l,l,r,l,r,l,r,r,r,r,r,r,r,r,l,r,r,r,r,r,l,l,,,,,,,,,,,,,,
172,r,r,l,r,r,r,l,r,l,l,l,l,l,r,l,l,l,r,l,l,r,l,l,l,r,l,l,l,r,r,l,l,l,l,l,l,l,l,l,l,l,l,l,r,l,l,l,l,l,l,l,l,r,l,r,r,l,l,l,l,l,l,l,l,l,l,l,r,l,r,l,,,,,,,,,,,,,,
173,r,l,l,l,l,l,l,l,l,r,r,r,l,l,l,l,l,l,l,l,r,l,l,r,r,r,r,l,r,l,l,r,l,l,r,l,l,r,l,r,r,r,r,l,l,l,l,l,l,l,l,l,r,l,l,r,l,l,r,l,r,r,r,r,l,r,l,l,l,l,r,l,,,,,,,,,,,,,
174,l,r,l,l,l,l,r,l,l,l,r,r,r,r,l,r,r,r,r,l,r,l,r,r,r,r,r,l,l,r,r,r,r,l,l,l,l,r,l,r,r,r,r,r,r,r,r,l,l,r,l,r,r,r,r,r,r,r,r,r,l,r,r,l,l,l,r,l,r,l,r,r,,,,,,,,,,,,,
175,r,l,r,r,l,r,r,r,l,l,l,r,r,r,l,l,r,l,r,r,l,l,l,r,r,l,l,l,l,l,r,l,l,l,r,l,r,l,r,r,r,r,l,l,r,l,l,l,l,r,l,r,l,l,l,l,l,r,l,l,l,l,r,r,r,l,r,r,r,l,r,l,,,,,,,,,,,,,
