,0
0,0.5567832681958661
1,0.5628383089311478
2,0.5353011066609845
3,0.5443010851213804
4,0.5550067619821959
5,0.537853657814526
6,0.5668661778604948
7,0.5598826360978273
8,0.5705141912834636
9,0.540036468569195
10,0.5449504188855623
11,0.5653171442947633
12,0.5469147027655832
13,0.5668923005737052
14,0.5444097852940752
15,0.558812890656978
16,0.5595929001739297
17,0.5544813539496919
18,0.547441798946336
19,0.5609853012429171
20,0.5476463669029092
21,0.5704765627408646
22,0.5677492541834317
23,0.555180737234449
24,0.5524236496951681
25,0.550535163477023
26,0.5453994904638565
27,0.5610547354849381
28,0.5497378510439538
29,0.5699708894255493
30,0.5538991711576666
31,0.5518720268616759
32,0.5613718445786459
33,0.5594480699703339
34,0.5528183065725186
35,0.5565649032669714
36,0.55666986279035
37,0.5421206991588597
38,0.5484830578795641
39,0.5609163613290464
40,0.5647444735637743
41,0.5602142971346488
42,0.5693061338510796
43,0.563673176482343
44,0.5551255380927576
45,0.56991227006623
46,0.5534012798373924
47,0.5661128579933429
48,0.5545861947921638
49,0.5660878669481862
50,0.5611972487358299
51,0.5544165544067058
52,0.5664828324629541
53,0.5516219898262735
54,0.5707212698655417
55,0.5519152950798811
56,0.5403163853310404
57,0.5582300638139605
58,0.5632923355061863
59,0.5602966679239424
60,0.540508523219125
61,0.5668006593704729
62,0.5401806742537651
63,0.5636605072406118
64,0.5729128997850965
65,0.5515605141735471
66,0.5669540094390899
67,0.5629854405965385
68,0.5602706626905858
69,0.5579642926401212
70,0.5576184475655939
71,0.5606209260657
72,0.5613855507778409
73,0.559000603700834
74,0.5761629678551109
75,0.5594719799623931
76,0.5512497591028384
77,0.5699532333496641
78,0.5583927602822922
79,0.5679296474210157
80,0.555953753902242
81,0.5368072797102864
82,0.5644906591207697
83,0.560139033665836
84,0.5629501681610517
85,0.5533892537827789
86,0.5558446374879537
87,0.5599723952246808
88,0.5575313321117168
89,0.5519309134120414
90,0.5498352559199637
91,0.5537559206236067
92,0.5597076557929866
93,0.5445041718395845
94,0.5636588767022784
95,0.561328724018829
96,0.5610318085256073
97,0.5369242008187884
98,0.5575870002477419
99,0.5695893268831836
100,0.5737324345540402
101,0.5606790293600301
102,0.5520381793609956
103,0.552246949165463
104,0.5660788387408919
105,0.5552755722081743
106,0.5589083700968234
107,0.551232046151889
108,0.5459857722058288
109,0.5487174417282827
110,0.5717919662870261
111,0.5430059951257912
112,0.550221571427161
113,0.55432116548079
114,0.5478825779051307
115,0.5640216013686303
116,0.542169998431653
117,0.5601721712072179
118,0.5475855465654491
119,0.5598260406164368
120,0.5591533429308521
121,0.5584476676387304
122,0.5577505963152533
123,0.5575357826948636
124,0.5602062717960068
125,0.5649510392917945
126,0.5591174408981746
127,0.5459709422160957
128,0.5734088420032787
129,0.5480222349222147
130,0.553705160665979
131,0.5515369682237118
