,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.6274448143320253,-0.5780759464872621,-0.5377699773516321,-0.5134465271751015,-0.49490228326109337,-0.480542173718397,-0.47302881132484087,-0.4577174697004228,-0.4518240319529491,-0.44638756460856305,-0.44272915934994417,-0.438199819150861,-0.4311196988703064,-0.42724630452226536,-0.426036740536063,-0.42184991821627404,-0.4206320433994861,-0.41548665274248653,-0.4177667218076327,-0.41369193811582383
1,-0.6324412541051093,-0.5785030354188392,-0.5344155750138085,-0.5120901729830782,-0.49294912258504203,-0.4750829202659399,-0.46788076762968545,-0.4540331777084179,-0.4419240235488122,-0.4399895997348641,-0.43639972668281457,-0.4336795201978649,-0.4260783043408148,-0.42036745456703317,-0.4176163109327939,-0.4133291354194869,-0.4122414896445738,-0.4074906911819432,-0.40948755132638004,-0.4065548744570789
2,-0.6257716830353122,-0.5887179287157447,-0.5549430099734598,-0.530919423714465,-0.5162288722807765,-0.5028902450813788,-0.49624842830554206,-0.47994560234460026,-0.4762095267069143,-0.47012590040386437,-0.4662308971825572,-0.46112462158697126,-0.45482500015803495,-0.4518699533031382,-0.4508804029835241,-0.4461565416490229,-0.44548491158455145,-0.4413326102637071,-0.4422086678294701,-0.43873065050383714
3,-0.6280796997439333,-0.5752819598556485,-0.5340467897800234,-0.510018223358172,-0.48926388133694765,-0.4746699993545548,-0.4667269193990694,-0.4511934377124654,-0.44426712805078167,-0.4394640085968566,-0.43561092508133187,-0.43147046358302615,-0.42350874961727664,-0.4190873715786923,-0.41755125608315014,-0.41315360250430133,-0.41278262467344085,-0.4053712515832775,-0.4091832334923993,-0.4039137441383002
4,-0.6042518626594464,-0.5538511759235497,-0.5132650877602695,-0.4897487483217471,-0.47165078463033283,-0.4582490600075096,-0.44988256691241396,-0.43614378856207736,-0.43114958365346523,-0.42454999571910834,-0.42043822298998007,-0.4163921894154019,-0.40923255019947996,-0.4049831317542185,-0.404566859188401,-0.40139015513013887,-0.39903455981829894,-0.3940081495052793,-0.39674397127001676,-0.39205839085391425
5,-0.6181551611408066,-0.5596004122351188,-0.5131013176907349,-0.4905458994577925,-0.470773747734819,-0.4527822838963882,-0.44649269140258885,-0.43302989487605537,-0.4218729746676643,-0.41975771003371926,-0.41656105836629725,-0.4147770976044917,-0.4082365540247645,-0.40181990989941263,-0.3992077206595368,-0.39608877462818937,-0.39490845441116984,-0.3903763810293745,-0.3918902164643607,-0.39050008437355205
6,-0.5984771334422972,-0.5366357342235869,-0.49596629160544603,-0.469831631657996,-0.44868710984034654,-0.4327072507742839,-0.4254263904572483,-0.4135731505483452,-0.4022837032396481,-0.39995071913601243,-0.3971806488767405,-0.39213360164474814,-0.3843131705615017,-0.3784316337006293,-0.3767601963637163,-0.3747753235422857,-0.3728632958756537,-0.3661560421040875,-0.3705632102365918,-0.36501845785144654
7,-0.6063308706527757,-0.5584913009992232,-0.5221002267858477,-0.4978035968033877,-0.48188871799696564,-0.4677518682064391,-0.4612291251036571,-0.4467810065304905,-0.4409375319812296,-0.4358241929190329,-0.4317838799827241,-0.4273553777280334,-0.42024784064112225,-0.41666842397147846,-0.41595825375674017,-0.41204170804133206,-0.411321009208413,-0.4056831965491357,-0.40821642390226104,-0.4030765078355891
8,-0.6612743601536933,-0.596037682565519,-0.5480341736586775,-0.51868246688625,-0.5012655236097617,-0.4797940283249875,-0.47281657109799274,-0.4583666078144157,-0.4467788106216273,-0.44578460173964873,-0.441595266099176,-0.43631436039654387,-0.4305889177615386,-0.4271937090999568,-0.42331780046315165,-0.4199330921388656,-0.4180968172892874,-0.41463707057569343,-0.4156170496252264,-0.4143888678121681
9,-0.5903302884104019,-0.5427979217809241,-0.5011168998220249,-0.4814694790568542,-0.4633706778750169,-0.4491422254193106,-0.44268190576482963,-0.42910006959257485,-0.4232389178460826,-0.41756554583159455,-0.4146160872337907,-0.41133868248428485,-0.4043164967103091,-0.3996551583297556,-0.3988116442944956,-0.395124414760716,-0.3947557401179007,-0.3893672620857601,-0.39204237041365436,-0.3884686260660007
10,-0.7155764793754984,-0.6767316752261686,-0.6362990898301836,-0.6078787662628001,-0.5895565467890957,-0.5772922587388942,-0.5649500663487439,-0.5460443958894905,-0.5478760986832466,-0.5368277921624973,-0.5311546051632265,-0.5243675865818435,-0.5168510162928885,-0.5155198912601608,-0.516591031903735,-0.5085178936051009,-0.5077164932746752,-0.5043007461998963,-0.5045645303474502,-0.5011745136934789
11,-0.6187992430648634,-0.5682621968559834,-0.5298224160688505,-0.5055399563898806,-0.48645900277710097,-0.47184626910108646,-0.4640453694778124,-0.4492723878998114,-0.44304316242481995,-0.437793541932016,-0.43320474783200547,-0.4294350208334359,-0.422241320936889,-0.41693661391684506,-0.4155430771001188,-0.4122785153770293,-0.4110406226798054,-0.40529320109501177,-0.4077998592315282,-0.4028031905897136
12,-0.6262221755263031,-0.584216091508206,-0.5461467227633514,-0.5207316160336657,-0.504977920111887,-0.49093295863906766,-0.48316593445076905,-0.4679876848096944,-0.464063860026214,-0.4564840422073015,-0.45366657561983076,-0.44967333281838295,-0.44220953377501326,-0.43867199344613994,-0.4382617479840748,-0.43385471442187556,-0.43216251185031673,-0.42840372716023395,-0.42903749492316384,-0.4256171388237185
