,0,1,2,3,4,5,6,7,8,9
0,-0.9523130460249882,-1.7314015990653604,-1.1746152258328375,-0.9972417339087729,-0.914201127050203,-0.8605564784568986,-0.8297450695378293,-0.8053719053613896,-0.7878280128817614,-0.7743779091521069
1,-0.9550216061998352,-1.7836807862805633,-1.2097945456886305,-1.0270021940623457,-0.9396159656486153,-0.8857729373997435,-0.8534490794659902,-0.82825070634051,-0.809930468568386,-0.7959217265350642
2,-0.9587550269813809,-1.7758201924988035,-1.2045050536816728,-1.0234112541560143,-0.9376114285469329,-0.8825491504661315,-0.85135789257788,-0.8266508558309571,-0.8086260194133396,-0.794896886909169
3,-0.9642453516601245,-1.7766935918078874,-1.2050927750157812,-1.0217696670450414,-0.9339726228401789,-0.8817550072364437,-0.8486599329922742,-0.8236977629288976,-0.8057482101179668,-0.7920463235310098
4,-0.938550632163604,-1.805765311667416,-1.2246554994224612,-1.038547199236168,-0.948736353602007,-0.8948546890894975,-0.8624930157590041,-0.8368400542231801,-0.818425982975686,-0.804373998716776
5,-0.9564856927808336,-1.8028955710804258,-1.222724415038971,-1.0350634229872058,-0.9450892193826729,-0.8906820330252586,-0.8567185520888034,-0.8325962636727258,-0.8142633927201314,-0.8002442284318662
6,-0.95070255078589,-1.7473723292886212,-1.1853621302279254,-1.0092213615185848,-0.9244633917017064,-0.8731568600187513,-0.8413684882045263,-0.8172215624871844,-0.7994407579977375,-0.7858463040292447
7,-0.9596334789299797,-1.7788147044156655,-1.2065200982557518,-1.0246434560808058,-0.9361938477636119,-0.8845761134721223,-0.8524557737965711,-0.8271611727492122,-0.8090388786385613,-0.7951917922054997
8,-0.9582425966780314,-1.8116295641712707,-1.2286016283800343,-1.0403247415851071,-0.9504315735778073,-0.8945032084317376,-0.8616785692895282,-0.8357974361858427,-0.8169039550623087,-0.8024141871032555
9,-0.9687108157321692,-1.8070130249661092,-1.2254951013283282,-1.0398377665751652,-0.951685469944692,-0.8977723489038546,-0.8631172346096919,-0.8380627523138341,-0.8194427122186261,-0.8051822721549214
10,-0.9408931706932011,-1.8147488474180018,-1.2307006331446995,-1.0434141989407655,-0.9549534738155628,-0.9005369025889665,-0.8658209128996655,-0.8418610243696872,-0.8236843957436641,-0.8097891682142766
11,-0.939429084112203,-1.8022717144310794,-1.2223046140860379,-1.0411665809153765,-0.9532210826391952,-0.9029196216856755,-0.8666824127908921,-0.8419249573158982,-0.8230426960736834,-0.8085619777691508
12,-0.9575105533875321,-1.802646028420686,-1.2225564946577974,-1.0332663660111563,-0.940141901429742,-0.8887176629651424,-0.8539497504623647,-0.8285354738455519,-0.8099940816252806,-0.7958841812611686
13,-0.9665146858606721,-1.7693320833456063,-1.2001391237711683,-1.0174523443483918,-0.9301148677794939,-0.8769670514170258,-0.8448752220988092,-0.8193700815440951,-0.8012485610405715,-0.7874108732341657
14,-0.9496776901791917,-1.7910422947428493,-1.2147481969332432,-1.035191777528135,-0.9498346506612598,-0.8956750835668462,-0.8628574968783875,-0.8386270682174645,-0.8201405393200646,-0.8059246262763606
15,-0.9548019932126852,-1.792290008041542,-1.215587798839108,-1.0308544932026549,-0.9423418583242318,-0.8887728625839134,-0.8541878936633516,-0.8296997327197553,-0.8110264845504461,-0.796698776710025
16,-0.9542163585802859,-1.7581026636573747,-1.192582706618374,-1.0139303878149155,-0.9291589735194488,-0.8740804943397129,-0.842620666316654,-0.8176920078017762,-0.7992039647328901,-0.7850439665610932
17,-0.9588282313104308,-1.7869248408571647,-1.2119775106438821,-1.0283505680633973,-0.9398085860487119,-0.8852494359953843,-0.853078083246703,-0.8293489713559684,-0.8112229945999786,-0.7974218342945871
18,-0.9542895629093356,-1.8113800215115312,-1.2284337079988605,-1.0409805314628227,-0.9526127819973476,-0.8975248443830252,-0.8653844682917782,-0.8386393873004696,-0.8203632091588272,-0.806441719596376
19,-0.9528254763283373,-1.8043928270388556,-1.2237319373260107,-1.0407906591448846,-0.9540338755136788,-0.9002165794340314,-0.8664920106154727,-0.8417511288854317,-0.8233640691710117,-0.8092886515039037
20,-0.9545823802255355,-1.7984038032051335,-1.219701848177852,-1.0340680135491704,-0.944893664702788,-0.8917135860400908,-0.8576438099245205,-0.8324754419408449,-0.8140838499838662,-0.8000924080587012
21,-0.9494580771920413,-1.8061396256570255,-1.224907379994223,-1.0420770016505085,-0.9561814013239761,-0.901113345063685,-0.8684108426917224,-0.8419533264577533,-0.8232380496954571,-0.8089212419140921
