,calibrated hard classifier,h_infinity: ideal classifier
0,1.959349891708352,9
1,1.9707389007330152,9
2,1.6617586923141294,9
3,1.7145509023641128,9
4,1.7532934547194619,9
5,2.69662298493632,9
6,1.7458604855477304,9
7,2.1732023049061207,9
8,1.951743252388449,9
9,1.931858164971488,9
10,2.229037757152921,9
11,1.9257136789545424,9
12,1.8550223146804161,9
13,2.069780687058313,9
14,1.7798763164542812,9
15,1.9867066008283683,9
16,1.9998468223490673,9
17,2.2300480245104697,9
18,1.927203732684529,9
19,1.9250766438444122,9
20,1.9594771250761973,9
21,2.2262865255678794,9
22,2.2810982289244697,9
23,1.8674401877358813,9
24,1.957223180906349,9
25,2.1217157521122627,9
26,1.9502530291418165,9
27,1.9138387542401878,9
28,1.8167547661025554,9
29,2.1804910527922643,9
30,1.924709284599471,9
31,2.1130534336871847,9
32,1.959433360469761,9
33,1.9069248060279265,9
34,1.9157320130737725,9
35,2.252397138081072,9
36,1.7132537422762293,9
37,1.7177142976922926,9
38,2.199557897016292,9
39,1.9017376955830188,9
40,1.8164384134136613,9
41,2.1737334423867187,9
42,1.7422647682189734,9
43,1.9738865195114061,9
44,1.8149529567132925,9
45,1.9731136750212783,9
46,1.8226193631089984,9
47,2.2107533674998416,9
48,1.8188535279096345,9
49,2.174618150629109,9
50,2.3018720346169528,9
51,2.0072436092220616,9
52,1.8176625372868822,9
53,2.0971407981232826,9
54,2.0058227189414897,9
55,2.2488897221858837,9
56,1.8419259371916996,9
57,1.7141142459950003,9
58,1.7757373503991762,9
59,1.9273656154291772,9
60,2.2423497387569844,9
61,1.845566442128848,9
62,1.7821581990729698,9
63,1.7209820752012401,9
64,2.307999862496064,9
65,2.321655646957593,9
66,1.8887075218295957,9
67,2.085073247478495,9
68,2.499622216908274,9
69,2.0895740333618273,9
70,1.8934797741509817,9
71,2.1663870050292027,9
72,1.980057749233893,9
73,2.389171919235115,9
74,1.7267698483519236,9
75,1.897438109694345,9
76,1.8933334944207387,9
77,2.0542067847415675,9
78,2.4930455754025265,9
79,1.7977149815132578,9
80,1.7514661816833001,9
81,1.723942211117398,9
82,2.503437830263009,9
83,2.0313012650969737,9
84,1.8180631352617111,9
85,2.0384004013580457,9
86,1.9550719568537798,9
87,1.922425240542252,9
88,1.9403418962147327,9
89,1.7580192878367098,9
90,1.9138834694129891,9
