,0,1,2,3,4,5,6,7,8,9
0,-0.97523899118961,-0.8987864362251257,-0.8247601692573177,-0.7883658954640285,-0.7660377461875776,-0.7498209827311771,-0.7463899355080227,-0.7546560663498832,-0.7805581986147836,-1.1049118979370398
1,-0.9735462048302592,-0.9038343711633561,-0.8151951893792965,-0.7713038650166284,-0.7477381876991767,-0.7317911059221224,-0.7252537002043243,-0.7300958851285423,-0.7433584190689222,-1.0400425993184752
2,-0.9981789768624166,-0.9165505637431643,-0.84201032463342,-0.8082936028997076,-0.7795842935784694,-0.7513262186600964,-0.742852705690905,-0.757063128863562,-0.7856934124360052,-1.0898263312613066
3,-0.9820612284245072,-0.9272627573117559,-0.8671866135638553,-0.8321756358354642,-0.8179883645538838,-0.804162413906746,-0.8055517827639938,-0.8128533850940738,-0.835350234427912,-1.3573780339925778
4,-0.9131323755692301,-0.8972213187397438,-0.8435975395943436,-0.8099816978274528,-0.7935981822015024,-0.784146508323838,-0.7820471957091596,-0.7839660491690028,-0.8043568858338123,-1.0377100053742498
5,-0.942264033618155,-0.9066255783260075,-0.839520964407077,-0.8019991793266514,-0.7793564494258907,-0.7686306088864289,-0.7652705523510065,-0.7603309473573763,-0.7728196170345883,-1.021189201334864
6,-0.9793357614892783,-0.8774330803060295,-0.7997170689479393,-0.7642360575274604,-0.741326560409412,-0.7224523578092993,-0.7207366916959305,-0.7247531741543728,-0.7361586943228551,-0.9611347807545425
7,-1.0072601437703645,-0.9057286397707897,-0.8302739662244198,-0.8007557731043169,-0.7668162833163732,-0.7376092511402879,-0.738210876092377,-0.7465745341567779,-0.7976458544577217,-1.180492066062237
8,-0.9529939706443511,-0.8920383585639403,-0.8179211454347034,-0.7812286187541158,-0.7587760990089386,-0.7421485568275905,-0.7398537155062294,-0.7424521277644781,-0.757291287620754,-1.0149483687620255
9,-0.9725374880511691,-0.9214123752668353,-0.8550721160644703,-0.8168978526951477,-0.7972539036991847,-0.7757358415504664,-0.7740506185783593,-0.7862636709451241,-0.8090174731441667,-1.117357391847555
10,-0.9619732456573725,-0.8840391934744961,-0.8145625977064544,-0.7810606810170374,-0.7525257638363577,-0.7356522273542806,-0.7291148213216899,-0.7258974400195466,-0.7320122895168396,-0.8971497665728794
