,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.5,0.5147631588848356,0.5285107900804795,0.5461023382117635,0.5558145938581375,0.5738147322873032,0.5777588241668529,0.5961150218575055,0.6075756935785265,0.620687767973551,0.6303022677865165,0.6362483202541023,0.642319708326077,0.6505291054570168,0.654710196208361,0.6576129563769623,0.6680779860640713,0.6689358148444348,0.6695187997761471,0.6746435724825622
1,0.5,0.5111588980809499,0.5298234657818486,0.5528450390163352,0.5644351209734293,0.5862171433489667,0.5921546484427356,0.6128554300437937,0.6261115532322936,0.6394337185265762,0.6492795012154048,0.6564636176445258,0.6635243194762215,0.6718095858556667,0.6759920922985903,0.6797912654971674,0.6904545791752865,0.6905689987935355,0.6915517508137543,0.6975448167073087
2,0.5,0.5152258403289327,0.5327496963118378,0.5521579290298101,0.5623510041836252,0.5831691016287405,0.5857762047882297,0.6072804613682461,0.6167731884712531,0.6315800690929045,0.642397697803279,0.6460796341168744,0.6540289968802218,0.6623206838821887,0.6642085282666192,0.6684032341317273,0.6807569921782364,0.6792463441446104,0.6806179503721875,0.6866028360862692
3,0.5,0.5162320963531017,0.5192560278545928,0.5284849962762211,0.5347653589277259,0.5470649637236279,0.5499835145995282,0.5628410484692096,0.5780938668391028,0.5839126030591302,0.5972504303256554,0.6058511180820432,0.6085166253158252,0.6194852974940974,0.623688862855438,0.6286888203190223,0.6371301808253245,0.641656671682937,0.6424649394233838,0.6478594678332813
4,0.5,0.5096263437942326,0.5285205291281799,0.5517184983266975,0.5678952225641511,0.5887083814604438,0.5968509033899956,0.616565042652975,0.6315744472929036,0.6453676939701313,0.6572715368820511,0.6631276889519607,0.6692260880854226,0.6777064609227484,0.6829511547754964,0.6867134845061987,0.697773912629372,0.69944940115239,0.6991759939883359,0.7058520824705732
5,0.5,0.5172741797983995,0.5210704737932131,0.5350919631403399,0.5433022698064963,0.5598067651967715,0.5619496224712638,0.5767033728912797,0.5911558926692332,0.5986100509341032,0.6119031521709505,0.619290628358545,0.6243444016035329,0.6337237167434683,0.6383610491567203,0.6415215302244077,0.6492822493313536,0.6543061144928641,0.6550440261443861,0.6603017846519567
6,0.5,0.5161518360955384,0.5244185604258461,0.5431746175666418,0.5550212174952536,0.5742992522578053,0.577366848284629,0.595767004598621,0.6118350443395546,0.621686216134852,0.634372108474,0.6421530971561477,0.6478037195645773,0.6556314004515603,0.6614974998288138,0.6661964384975719,0.674899201967105,0.6758806784394714,0.6776986614432894,0.6844258738237133
7,0.5,0.5129360164216381,0.5339971267836553,0.5608501182819425,0.5770743433237303,0.5982063475342155,0.6072935654032476,0.6298973806900664,0.6451353474937385,0.6599621101254113,0.6726423176719644,0.6803863388932249,0.6879781304009387,0.6979430308697913,0.7032192009033567,0.7092242806786301,0.7197105885566869,0.7199292435029047,0.7203599367538885,0.7281674220723912
8,0.5,0.5136826465409052,0.5191160067615721,0.5325638165664376,0.5423273584943611,0.5562311017052639,0.5612721649548171,0.5762291867314133,0.5924096284368283,0.5999708231294667,0.6134450936187916,0.621367627952384,0.626024591577997,0.6354748598032848,0.6419586464202308,0.6443784605116359,0.6546400227104263,0.6559066562418961,0.6584977876657505,0.6663111429938187
9,0.5,0.515650259286783,0.5187931766384416,0.5316145608720426,0.5395298370146356,0.554181267470652,0.5550203014827395,0.5692728293176609,0.5849291282103424,0.59581796219404,0.6040399315522741,0.613674734957493,0.6170243224270272,0.6265286615729151,0.6299082021412189,0.632971561480813,0.6404235834737421,0.6429953662246488,0.6452953895163958,0.649684831132842
10,0.5,0.5150592001104549,0.529678229939099,0.5481097330759762,0.5572902722534493,0.5750477474546759,0.5779741354944201,0.597422113468759,0.6081412526477018,0.6216913241994387,0.6306046393213732,0.635524906553051,0.6423798307703603,0.6506886201343489,0.6536446711520238,0.6567822749823258,0.6669435899452855,0.6651923240807518,0.6667927328840445,0.6715594470326449
11,0.5,0.514682745786927,0.5291996143010748,0.5464358630428832,0.5547485621713402,0.5770394987595623,0.5801877276320694,0.599691157959869,0.6128629213890102,0.6230528368937807,0.6341072009028901,0.6382410369354654,0.6459658604535733,0.6538213105504614,0.6573431809350686,0.6614083090164848,0.6709648802984393,0.670475510127654,0.6713804367405263,0.6760459342734013
12,0.5,0.5206286727023001,0.520576621513657,0.5304138354101479,0.5349002387384312,0.5517166297782726,0.5519543396082471,0.5672689144920975,0.5819404424222964,0.5873404068385271,0.6003450125555058,0.6080893129468015,0.6128137195882435,0.6228835869035535,0.6269548177406162,0.631872032597454,0.6419079194247344,0.6441523016218302,0.6455912433175891,0.6512152978704066
13,0.5,0.5140570246850666,0.5287301035887048,0.5457582905483348,0.5536365493102117,0.571220192102201,0.574827629851535,0.592181077028717,0.6023386563348271,0.6157365322186462,0.6245591035450895,0.6304511839922292,0.6360903987962583,0.6458098244536075,0.6491364925146794,0.6509167542428085,0.6613025571244664,0.6613633846224412,0.664248913631546,0.668253354574428
14,0.5,0.5152782337110638,0.5293266371459974,0.5484769210634335,0.5582380656006104,0.5777886292185306,0.5819631709722101,0.5998493996177848,0.6118398823370196,0.6259085151287052,0.6344289038425402,0.6399245677478759,0.6465127549434577,0.6549302434614098,0.6590870957545064,0.6637911325747322,0.6730383828694103,0.6730652860962177,0.6742015520442589,0.6798221177991824
15,0.5,0.5181697296012743,0.5211210755119489,0.5339681437977238,0.5399422944422053,0.558251799306952,0.5604182713031235,0.5714504351790992,0.5903624174095227,0.5979915985815767,0.6115671175977555,0.6193077250736233,0.624812467330705,0.6352325130113485,0.6407640285468992,0.6471738554007431,0.6550751754929067,0.6559513531968783,0.6605872754105997,0.6659670990305893
16,0.5,0.5158985821076736,0.5194445227698817,0.5332428441837547,0.541062253210332,0.556209192116537,0.5583698850944301,0.571798555834924,0.5887920445130175,0.5961169408884287,0.6062649177090934,0.6139064348072487,0.6193274776118628,0.6273147053445499,0.6302373216040891,0.637236471765539,0.6450147944396807,0.6465057656766808,0.6466583246595127,0.6544128443336765
