,0_uncalibrated,0_calibrated
0,0.7420979483689865,0.7438469566587296
1,0.7709733622168894,0.7718425965775007
2,0.7823336811702457,0.7771764444995478
3,0.7254681141365775,0.7330350303797546
4,0.7640181595027876,0.7645892871002169
5,0.7325328163992169,0.7335876253912654
6,0.7312073913839481,0.7399985872860096
7,0.7840602384924259,0.7832918922197567
8,0.7588306491542689,0.7700600863031765
9,0.7201820145187684,0.7315247780933944
10,0.7596336214305603,0.7617820452628259
11,0.7464219864567064,0.7493042961649473
12,0.7423311268186101,0.7333024047748474
13,0.7209051377702452,0.7285754921428419
14,0.774626618936856,0.7728391351254981
15,0.7163841975725217,0.7314680789134927
16,0.7344971629363113,0.7383683825915673
17,0.7173634093797646,0.7206638461934237
18,0.7413973877273049,0.7357021135200471
19,0.7253345629195576,0.7256716211946395
20,0.7539672163082712,0.7530073496660113
21,0.7656700303361206,0.7753414246976681
22,0.7394334994737988,0.7336991360714874
23,0.6997446559360679,0.7156974649189232
24,0.7702192038777625,0.7686214494102246
25,0.7799826386527183,0.7792099312683847
26,0.7203693196133131,0.7218526505182937
27,0.7128849220094162,0.7151572980881671
28,0.7593379266204352,0.7635709783883589
29,0.7429943197309316,0.7410914371239109
30,0.6950390142154097,0.692497394943001
31,0.7450641296991549,0.7550053355697752
32,0.7581412245673463,0.7500313640769056
33,0.734975184739241,0.739369729078762
34,0.7392464347741954,0.7438818986783691
35,0.7363027273687296,0.7384272783762819
36,0.7163924297933013,0.7145561678206179
37,0.7668591545032413,0.7688674548548771
38,0.7507123046918243,0.7439243813212335
39,0.7249711978253318,0.7212617294968181
40,0.7432800035318053,0.7360866878129557
41,0.738640725449263,0.7379342492269318
42,0.7451951858916145,0.7388433694878195
43,0.6979771462161809,0.7077573060919029
44,0.7427274728323031,0.7383034083334602
45,0.7178491903796462,0.7243439435463455
46,0.7377662898610055,0.7439950204340142
47,0.7705735036158377,0.7739034961239927
48,0.7279145541807455,0.7308589927438983
49,0.695587150772485,0.693487399658785
50,0.7401291826337693,0.7451108852640623
51,0.7094668005719439,0.706599095546214
52,0.7239711836630149,0.7199886857830307
53,0.7399642118652362,0.747521926966761
54,0.7553246568040973,0.7536867288095802
55,0.7031869822354174,0.7096863440367894
56,0.749591284129131,0.7529933739608158
57,0.7316015172932935,0.7366742988419769
58,0.7427902927795871,0.7379540877360353
59,0.7276305000762394,0.7364913396855661
60,0.708648367295866,0.700995373171637
61,0.7341481283253114,0.731475525494323
62,0.7410382303454716,0.73585050697458
63,0.7621660098165589,0.765912384652186
64,0.7624671654604581,0.7701991169528659
65,0.7637570162808464,0.7616427496737443
66,0.7485966637712483,0.7558520441511694
67,0.7651239725879097,0.7664799140721947
68,0.7082220631292753,0.7105765301067779
69,0.7784676447646914,0.7878481346881487
70,0.7517403018814172,0.7573082621135308
71,0.7384458596081748,0.7412126668036475
72,0.7308830766508819,0.7394834498526938
73,0.6898905518993811,0.6832904854052505
74,0.7275066928958271,0.7352116493525874
75,0.7284220253300803,0.7383767298542115
76,0.7466534045175214,0.7489488783127648
77,0.7202921376846424,0.7083020070970173
78,0.7270278803236462,0.7305174342664212
79,0.7477991832406063,0.7570512080287249
80,0.7759683812033916,0.7722418052300771
81,0.7401190280796822,0.7433712601783908
82,0.7407965384958212,0.7456271666583024
83,0.7661779130074042,0.7652438290241163
84,0.7322700964605537,0.7424447477817765
85,0.7313970496285127,0.7402934059018531
86,0.7555093775279862,0.7552533021261681
87,0.7443180969635592,0.7548168445694019
88,0.7706615336146894,0.7736474421602364
89,0.7067640345864222,0.7073052848949597
90,0.7562158230048683,0.7608652872750992
91,0.7605115058234774,0.7572049167844409
92,0.7107241509728495,0.7083782076723094
93,0.6854151733885,0.6845745367371255
94,0.7432453082920839,0.7505776210299049
95,0.7332286412135228,0.7360940156242469
96,0.7241939638327515,0.7204496879713898
97,0.7166276450513899,0.7217860216873427
98,0.7058727040454053,0.7044580944694803
99,0.7509342211726254,0.7510594263742959
100,0.7431074551662056,0.7378103666414183
101,0.7231072214517599,0.7216638785154116
102,0.7267231803521391,0.7188829929144479
103,0.7480660664639137,0.7535945436430296
104,0.7306218111896813,0.7302243890520828
105,0.7419502299076888,0.7483585607672139
106,0.7243100264819586,0.7249877511082781
107,0.7063181677563423,0.7012073807117493
108,0.748569963542078,0.7531560869796596
109,0.739486520246154,0.7377880012291366
110,0.7195110817539694,0.725300487474571
111,0.7570135051812075,0.7482203365368789
112,0.7654131089115073,0.7716836943782419
113,0.7140232520165185,0.7175021261304293
114,0.715276838843104,0.7182130587656966
115,0.6935389835911615,0.7030445815370071
116,0.7610586968787558,0.7564458866138271
117,0.7182873210666209,0.727285768881345
118,0.7127313472725084,0.7198905663109691
119,0.7753073152794618,0.7702636413712679
120,0.7468642540965039,0.7422871953265097
121,0.7446121880540323,0.7392158392422029
122,0.7527854093560731,0.7526007252947723
123,0.7491780404625764,0.7637484339193906
124,0.7293854382538759,0.7256694906377021
125,0.7457849370819147,0.7429032821286201
126,0.7224537530879586,0.7295207819798708
127,0.7202118206872202,0.7347009822331924
128,0.7098791528711247,0.7099839257986952
129,0.7191488484834249,0.7187290240514919
130,0.6975715485568655,0.7026541727801758
131,0.6935178037582219,0.700547264104872
132,0.7489255267272077,0.745312651778925
133,0.735879782780602,0.7299274796493183
134,0.7471279736463253,0.7496496025878313
135,0.7313440809883487,0.7316183083923319
136,0.7226807610519844,0.7251340976209443
137,0.7519647037509739,0.75042028898678
138,0.701249209181387,0.6949409760111727
139,0.7631219874012642,0.75766549560472
140,0.7302142230594497,0.7284058975623059
141,0.7615164702389239,0.7690667733155279
142,0.7410370704521384,0.7352177450319088
143,0.6838665121031029,0.683302290818838
144,0.7584967602351024,0.7515791742505187
145,0.7815147858996973,0.7724403476672017
146,0.7582432087794322,0.7613971951335727
147,0.723881309568892,0.7345553869790135
148,0.7252215044654334,0.7236052889265422
149,0.7256339669456625,0.7272667145660977
150,0.7105235721317268,0.7064326691370217
151,0.7398392029579244,0.7515625335157786
152,0.7451735322136822,0.7428597794840666
153,0.714700500698158,0.7104648442299937
154,0.7131260480706879,0.7130843661987938
155,0.7469994255225555,0.741819789563346
156,0.7158508951573054,0.7228300468880171
157,0.7536124154729053,0.7506520340978702
158,0.7287560394212288,0.7299662748188875
159,0.7677768625307133,0.7646764214943653
160,0.7385296131776169,0.7478129907081883
161,0.7539013837798403,0.7556811225675857
162,0.7425550113239082,0.7427398097087978
163,0.7118695635204692,0.713871280879081
164,0.7460507582484003,0.7429828988144139
165,0.7167186261782617,0.7157120601896669
166,0.7278353036505347,0.726912105206091
167,0.7395853498207388,0.7463867477416188
168,0.7004382395290398,0.7220582604471684
169,0.7604240580808419,0.7554563482163994
170,0.6964638521893785,0.6967386286077332
171,0.7519318618346112,0.743308659186128
172,0.7094260377061793,0.7202431914010301
173,0.7051350448268733,0.7099499769009313
174,0.7137906287457931,0.7119800534034662
175,0.6881768168001354,0.6872801028693073
176,0.7324142919075616,0.7345492320394001
177,0.7204225530626823,0.7227465815483608
178,0.7286647975394135,0.7375814334225855
179,0.7221998117979471,0.7402262034972286
180,0.7293994716048565,0.7367384398149376
181,0.7615157009877401,0.7724662791115897
182,0.7217157117446782,0.7227796251107703
183,0.732370421217908,0.7357849955011962
184,0.7621785719013939,0.7641840470655301
185,0.7515244750871549,0.7521604552783282
186,0.7240019020073326,0.7256674632449448
187,0.7404257786389212,0.7387629602789839
188,0.7588389679981793,0.7550822986979617
189,0.7253829332714654,0.7311146370662981
190,0.748615457955869,0.7513167874833466
191,0.7273551198124844,0.726905240976351
192,0.7155064498809368,0.722231287973264
193,0.7280671305969167,0.7319092764737746
194,0.72948029282989,0.7262461070111134
195,0.7517066252351278,0.7518198881037629
196,0.7096389539846533,0.7195809071521325
197,0.7681058778805071,0.7750378500718653
198,0.7517824489293817,0.754039585916894
199,0.7483471538216991,0.7551583883732509
200,0.6990596500856235,0.7114658292053908
201,0.7716510453830738,0.7663090353323888
202,0.7241185614915643,0.7261909235813945
203,0.760173958498453,0.7554203648886401
204,0.7452465492899182,0.741565244517939
205,0.7346693816888831,0.7350488896482563
206,0.6948917352332481,0.7023309055581333
207,0.739806262867274,0.7272146102383258
208,0.7643572166984168,0.7646287443580888
209,0.7787666667518988,0.7667904994783229
210,0.7087898727311395,0.7178686601716459
211,0.7260763313775385,0.7277636723223833
212,0.7645092687684187,0.759851898426872
213,0.7263415910557629,0.7379552905208573
214,0.7702127862267664,0.7638608071978938
215,0.7183560059149563,0.7229443498474623
216,0.7096950461287475,0.7150923808753543
217,0.7739498003046007,0.7745329469267526
218,0.7444115260754979,0.7505427125571692
219,0.7248188933869999,0.7264530002007512
220,0.6794942707335389,0.674683676541335
221,0.7349245025526673,0.7464139716707641
222,0.722000023418563,0.7257685262412812
223,0.7278661357523016,0.7388669360092677
224,0.714743904820162,0.7068723836759162
225,0.7193672884848559,0.739896081813434
226,0.7388051744306915,0.7457730763502904
227,0.7564397867247836,0.7439678054816133
228,0.746796897984861,0.7606262291342734
229,0.752884878724045,0.7559036186525254
230,0.7839687390124486,0.7830587214445794
231,0.729731154922437,0.7518477428091024
232,0.6916183127962177,0.6944321384251948
233,0.6987400403308952,0.7037571263139674
234,0.7490774895677956,0.751977928242071
235,0.7133344568033505,0.7134481162269317
236,0.7450665851262174,0.7440736776623483
237,0.7327074012965203,0.7392294717746785
238,0.7208809979712072,0.7269223144136996
239,0.7475642046815385,0.7406809502639959
240,0.698449870428947,0.7032300656301482
241,0.7298737181253924,0.7329928392088405
242,0.718787810175762,0.7281850990230823
243,0.7489687371809576,0.7459415593298073
244,0.7404758389789478,0.7496652921313918
245,0.706176689035663,0.7068748611558805
246,0.737635362547817,0.7310371956473439
247,0.7785673327873304,0.7785206473985795
248,0.7490435459237124,0.7458605442137529
249,0.7407267202537943,0.7443362127589311
250,0.7174518664928894,0.7135767085331686
251,0.7424017639484424,0.7430708595840809
252,0.7566859958307465,0.7496441802228474
253,0.7513199864963381,0.7452910786853348
254,0.719569563830576,0.7195506147650286
255,0.7409415024341452,0.7340833176466622
256,0.7677141618231481,0.7673128269471723
257,0.7146143057693427,0.7103640039043455
258,0.7711515302630775,0.7684639364796741
259,0.7637657284226254,0.7512427854923844
260,0.7104853811085502,0.7209312560801469
261,0.6969389197612514,0.6950595421162897
262,0.706576633256523,0.7195586375569643
263,0.7046119346694605,0.7185761728147824
