,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.999322376447383,-0.9960388818682444,-0.9926083327022048,-0.9893922778661208,-0.9860972678405159,-0.9837025670909061,-0.9812024607082958,-0.9797602601617443,-0.9772961397536212,-0.9751013768379612,-0.973064210153769,-0.9705005734396608,-0.9689362136431423,-0.968195027634581,-0.9659433117344268,-0.9651535480917494,-0.9641743223632291,-0.9625477383243414,-0.961311056634795,-0.9601867909426
1,-0.9990854629421113,-0.9938323326955628,-0.9888129217864575,-0.984827811428987,-0.9800404677772468,-0.9767759391500637,-0.9743700529550239,-0.9724348289979041,-0.9696271687517498,-0.9663817418250922,-0.964916034127581,-0.9621352516000293,-0.9601378033122648,-0.958701522500742,-0.9559772570290231,-0.9553519284537085,-0.9544217794938753,-0.9523628414656532,-0.9509365644605644,-0.9502025844933795
2,-0.9998461259522105,-0.9955772501315071,-0.9911953022614989,-0.9878616431413798,-0.9837013293462741,-0.9804939328001667,-0.9783208537353105,-0.9767769025215515,-0.973545421678937,-0.9716903135931021,-0.9690186666187048,-0.9663800287620365,-0.9646437311409101,-0.963551809787355,-0.9616379595814172,-0.9606479396500471,-0.9597897843861531,-0.9578298706957815,-0.9564793438374217,-0.9549114646094126
3,-0.999763697737964,-0.9960124177089369,-0.9921596561671884,-0.988848638203553,-0.9857337745145507,-0.9831022819413213,-0.9804671576614357,-0.9793518285630821,-0.9773322704648308,-0.9749214587618193,-0.972750878944798,-0.9703153316674492,-0.9688699706958316,-0.9685687513441182,-0.9663386217791751,-0.965461831890163,-0.9644329312505683,-0.9632005321786403,-0.9617439031703588,-0.9605370039798292
4,-0.9993539342591121,-0.9963519521351648,-0.9934448660658279,-0.9900945359958938,-0.9872269266339307,-0.9852792417892268,-0.9830906419919873,-0.9814295680650372,-0.9798113706214119,-0.9774962203228781,-0.9760218590355456,-0.9731904264550992,-0.9724134028556325,-0.9715404708646773,-0.969770409001368,-0.9684082430178846,-0.9677559796207731,-0.9662175530906215,-0.9657698008394882,-0.9643482081721839
5,-0.9997628556822222,-0.9960342557063834,-0.9925566586066426,-0.9891126166634003,-0.9852976597490872,-0.9815156829191898,-0.9794679788562172,-0.9784666934937013,-0.9757839643362712,-0.9735361429515469,-0.9714314636906773,-0.9688092550414011,-0.9671992709180026,-0.9667634600844304,-0.9640032091944067,-0.963647924156367,-0.9619112192726873,-0.9605513085197438,-0.9595504790883878,-0.957874846503259
6,-0.9985975622313024,-0.9944027498272379,-0.9902111903582064,-0.9865502943695635,-0.9825338254269043,-0.9802118613441811,-0.9775782580597334,-0.9762426684828731,-0.9740570042932586,-0.9707409456390059,-0.9690276931512308,-0.9662458451882864,-0.9651039834029416,-0.9639218918113304,-0.9612937612433748,-0.9607371680708077,-0.9597845665041668,-0.9574960416701866,-0.9567903069735444,-0.9556980508775332
7,-0.9993537724739779,-0.9958384729769619,-0.9921347185621276,-0.9888989337325895,-0.9852812594453931,-0.9829768165493804,-0.9800699383535819,-0.9785768569275574,-0.9763816655599881,-0.9741997223928992,-0.9722962212847379,-0.9691487851253889,-0.9678288753849752,-0.9670317580847846,-0.9646289176030036,-0.9639275931072818,-0.9625644324168008,-0.9606540827553992,-0.9598855069571958,-0.959279617192152
8,-0.9993472259942877,-0.9980094608768736,-0.9961256754539299,-0.9940485183543097,-0.9914818146479877,-0.9898209080074214,-0.9880717078074963,-0.9865446998000691,-0.9844671310761187,-0.9820530550666169,-0.9802834264956235,-0.9788129428738251,-0.9768955135850664,-0.9762236860277932,-0.9738530869126,-0.9732178164416893,-0.9726340120166965,-0.9709958131963918,-0.9700139764124461,-0.9689234969211157
9,-0.9992320118573509,-0.9980466363481258,-0.9961069111777782,-0.9942160682116858,-0.9919415174674002,-0.9898933671767308,-0.9879217575838476,-0.9861683115716443,-0.9847234030442416,-0.9823484654119702,-0.9808732570495131,-0.9782010908729827,-0.9765747707787343,-0.9760424776477897,-0.974267749863309,-0.9735120934426513,-0.9729617275395844,-0.9716195256989938,-0.9702041304053776,-0.969156342598885
10,-0.9985335050870178,-0.9945069300957546,-0.9904836230810169,-0.9871502631582942,-0.9834843889625478,-0.9807662551157482,-0.9779281820603458,-0.9764482219690699,-0.9743516583639636,-0.9725259460052241,-0.9695512814094555,-0.9672520749850644,-0.9656211282542624,-0.9649760947699413,-0.9627370783656802,-0.962381028344661,-0.9608056190988031,-0.9597997456186134,-0.9581562314011259,-0.9569696422377438
11,-0.9994761882518105,-0.9960014311024833,-0.9923496812086964,-0.9893682518980298,-0.9860549585598772,-0.9834616646215983,-0.9811435850151529,-0.9801087342006567,-0.9770246725568894,-0.9750299885425623,-0.9735325840057629,-0.9711113055232782,-0.9692483639225001,-0.9688829374833748,-0.9660178215919673,-0.9658524328861001,-0.9644937582197264,-0.9627651303468336,-0.9618544361774615,-0.9607177841885011
12,-1.0005705684646127,-0.99538444247572,-0.9904507673117914,-0.985971134154034,-0.9819755257504894,-0.9781724236012298,-0.9753695771646244,-0.9737880640176481,-0.9704753678756616,-0.967578946719741,-0.9653309736356741,-0.9625508431874106,-0.9611783297637717,-0.9597718449563954,-0.9566479197911826,-0.9561512405615039,-0.9544694599160315,-0.9529901208296953,-0.9511770376620858,-0.9501217441022481
13,-0.998846660219,-0.9954583900261662,-0.992066495408996,-0.9889504393471626,-0.9851284913943463,-0.9825033585771031,-0.9799596068030664,-0.9783327010051663,-0.9755980606028777,-0.973503889682159,-0.9714641442977364,-0.9685897799521054,-0.9666918941486032,-0.9663088010787172,-0.9639130935077804,-0.9627300354182691,-0.9621161890892274,-0.9602530577527391,-0.9590845942876871,-0.9573757198525671
14,-0.9998166237982928,-0.9970347040653093,-0.9939076002243569,-0.9909220652906923,-0.9881067077904995,-0.9858014889344269,-0.9834980634080067,-0.9820674447390225,-0.9802004813947209,-0.977435177437349,-0.9755280804382754,-0.9729626442331367,-0.9720539091066231,-0.9713874359825567,-0.9687214825546537,-0.9679275600278108,-0.9672221035760429,-0.9654845844396717,-0.9640059646713981,-0.9630445294169644
15,-0.9994798552309317,-0.9953141560305666,-0.9909240911145915,-0.987480464743668,-0.9836448831212882,-0.9817688291000886,-0.9786075412976366,-0.9774446746853431,-0.9743031759621285,-0.9721760865792416,-0.9700563717684204,-0.9677290675114284,-0.9661455207018912,-0.9648839947729934,-0.962145616879131,-0.9618249577382046,-0.9611958684988108,-0.9591410642175627,-0.957300009596992,-0.9567968212192781
16,-0.9990359646101417,-0.9945395221832884,-0.9899690670561497,-0.98639641108996,-0.9826154979298508,-0.980421729117861,-0.9777265387442449,-0.9756007001225332,-0.9737754019064353,-0.9706234108259507,-0.9688433802868167,-0.9669077892748372,-0.9650177296656206,-0.9640787413492151,-0.9616584578903398,-0.961332397318377,-0.9601647810038816,-0.9582106387123541,-0.9573076905226933,-0.9560810453534622
17,-0.9994196507120451,-0.9971037169579428,-0.9948461024259904,-0.9914191102261489,-0.9894972369452727,-0.987628898082109,-0.9845018053270259,-0.9833563472162956,-0.9821266017220219,-0.9789998616637274,-0.9773257826038109,-0.9758359582369686,-0.974273609413045,-0.9736411943430084,-0.971572334250303,-0.9711921932858456,-0.969965258872988,-0.9685972505314636,-0.9677896770562036,-0.9666282512464377
18,-0.9990821195351769,-0.9965997492127974,-0.9941032550197011,-0.9912900693432328,-0.9877058562563181,-0.9859407738133562,-0.9839693161626163,-0.9829956968526821,-0.9812135847063014,-0.9789862555072923,-0.977291307574717,-0.9749793815392422,-0.9734684724916818,-0.9730121793716381,-0.9706167641776641,-0.9701088297921185,-0.9689198786173376,-0.9676448990294692,-0.9665007449110986,-0.9654158055348714
