,mock hard classifier
169,4.780697563306253
170,4.001399920111893
171,4.601646902309787
172,4.654953051377967
173,4.449959169515163
174,4.327219369995379
175,4.0978742281898715
176,4.035459295250581
177,4.357545606536364
178,4.2414013912158595
179,2.99481234789293
180,4.393043002262754
181,4.500459544912954
182,4.302136408679831
183,4.11330801855257
184,4.399183814160761
185,4.054149296475532
186,4.841212612535746
187,4.148658187763029
188,4.979673323660964
189,2.999037520653211
190,4.347978640455533
191,4.498168808536796
192,4.246508406756176
193,2.9796688641739273
194,4.435940261356565
195,2.861358760429089
196,2.9422838229209805
197,6.244633581575807
198,4.511162423058016
199,4.341539416384131
200,4.31001722026046
201,2.9883462297547143
202,4.622012613517133
203,4.234758724484994
204,4.38536834080685
205,4.418847789578731
206,2.9923927328952526
207,4.38031889869211
208,4.3026843908095715
209,4.296549373820257
210,4.204321462677436
211,4.354571263849265
212,2.9698981850376347
213,4.099899350286258
214,2.9370835608956876
215,4.53991439405122
216,4.72959633138237
217,4.107459944613751
218,4.055690207034356
219,4.221994419994582
220,4.688621773369526
221,4.419280704223781
222,4.782540426249213
223,4.370317809831059
224,2.9493086808884077
225,2.9031040062766724
226,4.395441251623946
227,2.8813486982501058
228,4.3535470856129805
229,4.481013928179659
230,2.9937244461348382
231,4.464169592924965
232,4.658648608547209
233,4.576576411582007
234,3.0331967213133018
235,4.757313636435761
236,4.669735566938946
237,2.6840296560282595
238,4.367885548047894
239,4.357927903915394
240,4.443917880202366
241,4.242454698150372
242,4.513544802968239
243,4.540966299147088
244,4.3442882866558845
245,4.320841025465577
246,4.035228512074805
247,4.588903208268094
248,4.546804260985349
249,4.447939741820387
250,4.7858072708104435
251,4.443709243322015
252,4.474494804183734
253,4.235425182987087
254,4.196994185854071
255,2.968381151961542
256,4.155963976783674
257,4.488677813698788
258,4.522703141423956
259,4.346663207098606
260,4.52781162795307
261,4.5886181271085835
262,4.603531191743441
263,2.9713226508165134
264,4.3065606057809696
265,4.25002830012988
266,4.416507894210921
267,4.492009279633816
268,4.23146172659624
269,4.1417846575547665
270,2.9136612187400623
271,4.2581665590703714
272,2.9605465742879162
273,4.680347470379859
274,4.593205969772454
275,2.994899244332496
276,4.416846127440085
277,4.534859521331944
278,4.392370431417318
279,4.446723422111738
280,4.2910120821885815
281,4.449969501820258
282,4.475407991606324
283,4.3540001251505895
284,4.29473556735808
285,4.309087845063936
286,4.702664298401421
287,4.342327130758323
288,4.085270541843963
289,4.907361187643818
290,4.251395551596711
291,4.314199360785571
292,4.102022425770242
293,4.138517952828462
294,4.6623204499050885
295,4.6254130169083485
296,4.954431830330485
297,2.9784802894686666
298,4.614561224841835
299,4.417042834991783
300,4.1357491402757125
301,4.177210985277179
302,4.439117219118512
303,2.9946873270614263
304,2.950393663516315
305,4.667160199207687
306,4.336186520780215
307,4.654459071432899
308,4.185511891096501
309,4.034299718291983
310,4.364279491060639
311,4.128082244406263
312,2.9928671261265727
313,4.380110497237563
314,4.194597371108493
315,4.222175078514109
316,4.2493698431167894
317,4.724394987453166
318,4.274450848383025
319,4.7764989792623656
320,4.136662481216948
321,4.295472399836905
322,2.7960414592727085
323,4.5576111517246
324,4.374640666578967
325,4.454813213771687
326,2.875274346272032
327,4.028736586737473
328,4.065778541447553
329,4.354328220149548
330,2.6100733319250393
331,6.083208865333663
332,4.352589837595446
333,4.382105338897681
334,4.251929383162783
335,4.298592011201575
336,2.975474034402001
337,4.513205432149664
338,2.9628410017824236
339,4.450098362035414
340,4.329360413572642
341,4.3254480799745245
342,4.0370736125217785
343,4.093003325919714
344,4.13254594508163
345,2.9674535409342075
346,4.3706380462306775
347,2.9265019480831804
348,4.2288895726906075
349,4.008303424579998
350,4.118790790594503
351,4.530526174683491
352,4.357981133331503
353,4.464207816780077
354,4.572988810765526
355,4.439353988134467
356,4.469397026832407
357,4.377972010640581
358,2.913936537170869
359,4.392543105565643
360,4.026672753843984
361,4.0504750375995
362,4.304160409047657
363,4.476674051705787
364,4.235346064271076
365,4.492050600663797
366,2.9879763226045135
367,4.19760252274034
368,4.347997533174092
369,4.079679956969015
370,4.332345908432908
371,4.684004131113294
372,4.635632357951311
373,4.29607422901741
374,4.411617279742232
375,4.0483126540839764
376,4.470427585215598
377,4.523612948470705
378,4.207125715097692
379,4.172570433151325
380,4.0663483020047435
381,4.582170242428936
382,4.785384513430723
383,4.200031220730574
384,2.908989287377736
385,4.141673240651533
386,4.7676066648344495
387,4.260152499220947
388,4.4361498910003645
389,4.327070966741804
390,4.27787812420955
391,2.9118706172215587
392,4.504587473778062
393,4.644057925707053
394,2.8284936904817677
395,2.90160620015725
396,4.415113704446591
397,4.092947341712862
398,4.536103192292363
399,4.598653911192447
400,2.967846377135207
401,2.9209348827299144
402,4.408891825130738
403,2.881294964028786
404,4.062007994320221
405,4.255271772734338
406,4.402353600448304
407,4.441553872088353
408,2.9875051678993136
409,4.351737437622247
410,4.195338699914805
411,4.285730444974452
412,4.733458483679099
413,4.271311309244243
414,4.027880885768604
415,4.216813570218048
416,4.386498536828123
417,3.372413793103653
418,4.289989091900743
419,4.390913316542178
420,4.4456059592512345
421,4.191957538050543
422,4.247323371651568
423,4.464258150010675
424,4.325708834087173
425,4.280936434523151
426,3.5683681073026565
427,4.787165665152766
428,4.373087877473278
429,4.134308540992958
430,4.531888453771755
431,4.264312977099236
432,4.217506189119586
433,4.5539072649818495
434,2.9250954710672894
435,4.44257704288033
436,4.664960377397531
437,4.126910451373991
438,4.548290563565535
439,2.9875772378764878
440,4.331342936073601
441,4.372142755816164
442,4.597386087721457
443,2.948032024545764
444,4.809215036727632
445,2.948739509930883
446,4.2113881297942015
447,4.057366953377691
448,4.346336534692988
449,2.9005530114563762
450,2.867802992765822
451,2.9538855678907026
452,4.001448347872934
453,4.467748943775512
454,4.48629136805028
455,4.547587131367278
456,4.563661253005799
457,3.059840425532453
458,4.360238512077421
459,4.338153431246365
460,4.259460783050248
461,4.355690043561015
462,4.219030032750344
463,4.366453525312767
464,4.508151623167247
465,4.538222552428399
466,4.161174709534074
467,4.563721873478195
468,4.285202759050299
469,4.212762878916481
470,4.146774512518296
471,4.373659191693843
472,4.571190076676361
473,4.250027776748996
474,3.4900181488201913
475,4.657261794634595
476,2.7963151705213707
477,4.361315876334022
478,4.374181853931881
479,4.684699480249093
480,4.138620615853829
481,4.405077693973532
482,4.105262798606857
483,2.9454997450280476
484,4.616295398743664
485,4.2601888562316255
486,4.506397599033095
487,4.191468388851117
488,4.078385111998149
489,4.880159801963797
490,4.644585660966501
491,4.772618858324062
492,2.973155902259948
493,4.430154141935166
494,4.455685371071248
495,4.2543442062735926
496,4.602666846414393
497,4.22612819426943
498,4.1566593075864375
499,4.428869244234918
500,4.4383028572967405
